日期,开盘,收盘,最高,最低,成交量
2025-04-17,72.2,70.51,83.8,70.36,127904.0
2025-04-18,67.0,67.33,74.33,66.0,81649.0
2025-04-21,68.0,63.18,68.01,62.8,72064.0
2025-04-22,62.39,63.17,65.48,61.98,53211.0
2025-04-23,64.55,61.21,65.33,61.0,53031.0
2025-04-24,60.01,55.68,60.9,55.68,56692.0
2025-04-25,55.0,55.0,56.6,54.7,35460.0
2025-04-28,55.01,52.95,55.01,52.88,29308.0
2025-04-29,51.5,51.66,52.56,51.31,27026.0
2025-04-30,51.62,51.19,52.3,51.19,22500.0
2025-05-06,51.4,52.5,52.52,51.19,26966.0
2025-05-07,52.51,52.6,53.04,51.5,28779.0
2025-05-08,52.15,52.67,53.03,51.9,21680.0
2025-05-09,52.49,53.31,53.45,51.62,30830.0
2025-05-12,55.81,63.2,63.97,55.1,93664.0
2025-05-13,60.89,62.81,62.99,58.72,70783.0
2025-05-14,61.99,62.86,65.68,61.48,62991.0
2025-05-15,63.6,67.37,72.01,63.6,72454.0
2025-05-16,65.37,69.13,71.68,65.0,60331.0
2025-05-19,70.6,69.01,71.5,66.0,41109.0
2025-05-20,68.66,69.42,70.94,65.0,46767.0
2025-05-21,67.8,83.3,83.3,66.2,83428.0
2025-05-22,78.0,74.59,79.84,73.89,59030.0
2025-05-23,74.59,79.03,81.33,72.88,65207.0
2025-05-26,79.99,81.01,88.28,77.73,61302.0
2025-05-27,81.01,85.57,85.57,78.0,53311.0
2025-05-28,83.0,77.06,84.0,76.82,41517.0
2025-05-29,75.0,73.01,76.62,72.95,39172.0
2025-05-30,73.3,70.33,73.74,70.26,31743.0
2025-06-03,71.33,71.57,71.8,69.96,20697.0
2025-06-04,70.99,74.29,76.88,70.99,40312.0
2025-06-05,72.99,71.89,73.99,69.0,28599.0
2025-06-06,72.25,76.11,79.0,72.25,35538.0
2025-06-09,76.23,80.01,81.99,76.23,37823.0
2025-06-10,78.22,81.01,85.01,76.81,46413.0
2025-06-11,78.84,77.54,80.99,76.6,29194.0
2025-06-12,77.0,93.05,93.05,76.08,50882.0
2025-06-13,93.05,98.39,106.88,93.0,61089.0
2025-06-16,95.01,97.9,99.1,92.27,35915.0
2025-06-17,97.99,103.0,110.88,96.0,54208.0
2025-06-18,100.2,102.09,104.56,97.52,35355.0
2025-06-19,101.0,97.15,108.88,96.5,38360.0
2025-06-20,98.0,95.9,103.85,95.5,33754.0
2025-06-23,93.06,101.19,101.28,92.9,36856.0
2025-06-24,98.18,105.6,107.0,97.2,44656.0
2025-06-25,105.0,102.5,107.35,101.7,37235.0
2025-06-26,100.0,101.0,103.5,98.98,22211.0
2025-06-27,101.01,96.0,103.01,95.81,29060.0
2025-06-30,95.03,105.82,110.0,95.0,41819.0
2025-07-01,105.8,108.2,112.33,102.49,45852.0
2025-07-02,107.34,102.26,107.9,101.81,26047.0
2025-07-03,101.16,118.6,122.71,101.15,58041.0
2025-07-04,116.0,116.16,121.0,115.24,42625.0
2025-07-07,114.56,121.39,126.0,113.12,40960.0
2025-07-08,121.21,118.7,125.01,116.7,38021.0
2025-07-09,116.01,115.5,117.3,112.77,27165.0
2025-07-10,114.22,108.61,115.39,105.81,41174.0
2025-07-11,107.0,109.21,110.96,105.3,24672.0
2025-07-14,108.0,97.55,109.19,88.88,44463.0
2025-07-15,97.61,96.29,98.52,95.45,25576.0
2025-07-16,96.79,95.58,96.95,93.94,16220.0
2025-07-17,95.55,98.45,100.73,94.35,32681.0
2025-07-18,99.08,104.95,106.98,98.02,41136.0
2025-07-21,102.4,109.2,110.0,101.1,32607.0
2025-07-22,107.0,107.58,112.2,106.0,37152.0
2025-07-23,106.12,105.67,107.5,103.88,19926.0
2025-07-24,105.58,106.19,108.62,104.5,20662.0
2025-07-25,105.0,104.82,108.45,102.19,21404.0
2025-07-28,104.5,112.68,113.98,104.48,36936.0
2025-07-29,110.7,108.85,113.49,106.41,33167.0
2025-07-30,107.5,105.0,107.99,100.52,30175.0
2025-07-31,104.65,106.85,113.88,101.16,37624.0
2025-08-01,105.8,101.3,105.8,101.28,21706.0
2025-08-04,99.81,106.93,107.66,99.1,27491.0
2025-08-05,106.85,103.2,106.93,102.89,21250.0
2025-08-06,103.4,101.95,104.24,101.46,17237.0
2025-08-07,101.69,102.29,102.8,101.1,14295.0
2025-08-08,102.86,101.12,103.98,101.0,11872.0
2025-08-11,101.6,101.78,103.65,101.5,12649.0
2025-08-12,101.25,101.93,102.97,97.86,18751.0
2025-08-13,101.88,106.87,107.7,100.5,33415.0
2025-08-14,106.11,103.08,108.98,103.0,19608.0
2025-08-15,102.33,104.99,108.8,102.33,21651.0
2025-08-18,103.88,107.58,110.0,102.68,33180.0
2025-08-19,106.01,110.0,111.99,104.06,34948.0
2025-08-20,108.5,112.4,114.1,106.27,31889.0
2025-08-21,112.4,106.9,112.4,106.39,19379.0
2025-08-22,106.65,106.52,107.88,105.0,13791.0
2025-08-25,106.4,107.06,109.0,105.9,17591.0
2025-08-26,106.06,103.9,106.98,103.51,17974.0
2025-08-27,102.91,103.22,106.65,102.91,17455.0
2025-08-28,103.3,100.43,106.88,99.85,19648.0
2025-08-29,99.4,111.66,119.8,96.0,43548.0
2025-09-01,111.0,118.49,122.6,109.22,42395.0
2025-09-02,118.0,128.12,137.45,117.1,50006.0
2025-09-03,127.48,122.9,129.5,120.18,39214.0
2025-09-04,122.36,122.3,127.5,118.36,36461.0
2025-09-05,121.91,141.85,145.47,121.72,50719.0
2025-09-08,140.05,149.51,165.47,135.0,55390.0
2025-09-09,146.5,152.1,157.2,144.1,39472.0
2025-09-10,146.0,157.98,160.0,143.44,39094.0
2025-09-11,153.5,155.0,158.18,149.51,37399.0
2025-09-12,150.01,146.11,151.8,142.34,37258.0
2025-09-15,144.57,143.0,150.66,143.0,24439.0
2025-09-16,140.08,142.58,143.6,139.01,22929.0
2025-09-17,142.0,139.54,144.58,138.42,23627.0
2025-09-18,139.05,140.74,145.0,136.5,27954.0
2025-09-19,140.0,137.77,143.2,137.43,22146.0
2025-09-22,137.87,139.3,140.86,135.33,15363.0
2025-09-23,139.81,143.2,143.82,136.73,25726.0
2025-09-24,142.0,145.3,146.0,136.22,29299.0
2025-09-25,142.07,140.5,143.65,139.98,17318.0
2025-09-26,138.92,130.0,143.0,128.91,20178.0
2025-09-29,129.02,131.93,133.43,128.86,16543.0
2025-09-30,130.61,129.05,134.4,128.86,15932.0
2025-10-09,130.56,139.4,141.96,130.56,28243.0
2025-10-10,138.11,126.06,139.4,125.65,23545.0
2025-10-13,116.01,124.15,124.15,116.01,15763.0
2025-10-14,125.01,116.78,126.0,116.3,15569.0
2025-10-15,117.12,119.05,119.95,114.5,12230.0
2025-10-16,118.01,114.5,121.6,114.0,19409.0
2025-10-17,114.4,111.54,116.16,111.5,17638.0
2025-10-20,113.18,113.76,115.48,112.0,13760.0
2025-10-21,114.5,115.0,116.33,113.06,11841.0
2025-10-22,114.11,115.38,118.5,114.0,12822.0
2025-10-23,114.02,116.44,116.94,113.1,12124.0
2025-10-24,117.01,122.35,126.1,115.79,30809.0
2025-10-27,124.32,125.22,126.69,121.5,22897.0
2025-10-28,124.98,133.68,135.0,123.55,33885.0
2025-10-29,128.26,142.0,144.99,125.8,44539.0
2025-10-30,140.0,135.17,143.8,134.0,29008.0
2025-10-31,133.99,138.25,143.31,133.99,26526.0
2025-11-03,137.11,137.47,139.68,133.88,18832.0
2025-11-04,139.0,127.99,139.0,127.19,25354.0
2025-11-05,126.0,131.39,132.76,123.56,20155.0
2025-11-06,131.5,128.5,137.27,128.08,15258.0
2025-11-07,128.0,124.9,128.6,123.62,15094.0
2025-11-10,124.34,120.0,126.5,118.8,16340.0
2025-11-11,119.56,121.68,124.89,119.56,13065.0
2025-11-12,120.27,120.84,122.58,118.28,9644.0
2025-11-13,120.01,121.58,125.0,120.01,21161.0
2025-11-14,120.01,137.07,144.44,117.55,52665.0
2025-11-17,136.84,153.98,161.48,136.01,61036.0
2025-11-18,153.43,146.6,159.8,145.16,45065.0
2025-11-19,146.15,141.86,150.8,139.39,36201.0
2025-11-20,141.05,142.08,150.53,138.0,32733.0
2025-11-21,137.21,122.3,140.8,122.18,29366.0
2025-11-24,129.66,125.1,130.0,121.7,26613.0
2025-11-25,128.23,124.46,131.35,123.88,20728.0
2025-11-26,124.11,124.89,130.2,121.3,30469.0
2025-11-27,123.92,126.07,131.0,123.08,31013.0
2025-11-28,124.49,137.18,138.84,123.1,47412.0
2025-12-01,135.0,128.6,135.0,125.8,35166.0
2025-12-02,126.25,126.33,128.86,125.68,16081.0
2025-12-03,127.01,124.31,127.5,123.7,11045.0
2025-12-04,123.21,126.1,126.1,119.5,16310.0
2025-12-05,125.0,125.94,126.32,123.12,9730.0
2025-12-08,126.8,130.0,130.68,126.0,18553.0
2025-12-09,132.3,125.76,132.37,125.31,15052.0
2025-12-10,124.65,125.4,126.02,123.1,8790.0
2025-12-11,126.88,124.0,126.88,121.88,10913.0
2025-12-12,123.84,125.4,126.8,123.7,12788.0
2025-12-15,125.31,120.32,125.4,118.6,11970.0
2025-12-16,120.36,110.89,120.36,107.17,18649.0
2025-12-17,112.0,112.86,113.82,108.6,10042.0
2025-12-18,112.2,110.07,113.5,109.87,8409.0
2025-12-19,112.27,113.1,114.97,111.13,10192.0
2025-12-22,112.94,115.52,118.98,112.5,15446.0
2025-12-23,116.0,117.85,119.94,115.02,14545.0
2025-12-24,116.68,122.0,123.08,115.81,19183.0
2025-12-25,120.47,118.84,121.98,117.5,14773.0
2025-12-26,118.87,119.03,121.79,116.81,19148.0
2025-12-29,119.44,118.27,123.33,117.22,12510.0
2025-12-30,117.0,119.36,120.39,114.5,12470.0
2025-12-31,118.91,120.28,124.3,116.5,15659.0
2026-01-05,120.3,134.98,136.06,118.82,42518.0
2026-01-06,135.0,139.9,144.68,134.02,40108.0
2026-01-07,138.59,141.36,143.42,135.5,23729.0
2026-01-08,140.0,139.44,145.67,139.0,15907.0
2026-01-09,138.99,136.81,139.99,134.53,16038.0
2026-01-12,136.08,147.46,148.97,136.08,25961.0
2026-01-13,145.91,142.5,151.88,142.0,16710.0
2026-01-14,143.01,150.79,153.88,142.0,21410.0
2026-01-15,156.51,167.12,173.0,153.85,37639.0
2026-01-16,164.12,161.99,167.0,152.5,36881.0
2026-01-19,158.87,160.0,166.0,151.1,24642.0
2026-01-20,160.68,155.99,161.75,154.8,13830.0
2026-01-21,154.85,159.98,163.8,152.91,12602.0
2026-01-22,160.0,159.09,164.99,156.77,9928.0
2026-01-23,158.91,178.22,180.0,156.8,27785.0
2026-01-26,178.23,179.2,189.06,174.0,24205.0
2026-01-27,182.35,175.3,182.35,167.3,17554.0
2026-01-28,173.58,170.26,177.84,167.18,11771.0
2026-01-29,169.04,168.44,174.2,167.6,10403.0
2026-01-30,167.99,174.74,175.97,163.9,13864.0
2026-02-02,170.0,164.73,174.5,164.01,11020.0
2026-02-03,172.0,178.8,183.59,171.77,15677.0
2026-02-04,176.08,173.5,182.0,167.51,12761.0
2026-02-05,181.62,197.5,208.0,181.62,27687.0
2026-02-06,194.56,187.62,196.92,186.4,17844.0
2026-02-09,189.05,191.3,201.88,186.58,23166.0
2026-02-10,186.19,178.64,190.39,176.92,16198.0
2026-02-11,177.15,172.61,178.9,172.0,11697.0
2026-02-12,171.44,167.81,173.06,164.6,13918.0
2026-02-13,170.01,166.52,173.5,166.02,10589.0
2026-02-24,169.0,166.8,172.7,164.3,7332.0
2026-02-25,165.93,180.96,185.63,165.44,21537.0
2026-02-26,182.39,193.44,195.02,179.0,20943.0
2026-02-27,189.5,186.0,190.2,182.12,11219.0
2026-03-02,182.7,194.86,199.99,179.7,16731.0
2026-03-03,192.15,185.28,202.45,184.0,15090.0
2026-03-04,181.26,180.02,189.3,173.56,16818.0
2026-03-05,183.0,185.28,185.43,176.84,12497.0
2026-03-06,183.0,181.58,183.84,175.3,10877.0
2026-03-09,175.78,160.7,175.78,155.05,19183.0
2026-03-10,161.88,163.48,168.98,161.88,12684.0
2026-03-11,163.8,167.26,173.53,162.0,17482.0
2026-03-12,165.03,156.53,165.59,154.0,14861.0
2026-03-13,153.96,151.12,158.99,151.1,11632.0
2026-03-16,151.12,152.51,153.96,148.17,7939.0
2026-03-17,152.39,146.5,153.95,146.3,6171.0
