日期,开盘,收盘,最高,最低,成交量
2021-08-05,125.12,121.66,131.9,106.9,38888960.0
2021-08-06,122.0,115.0,126.18,114.95,22167584.0
2021-08-09,110.01,110.35,114.5,101.19,19552018.0
2021-08-10,107.51,102.88,110.88,101.28,13290201.0
2021-08-11,104.5,107.8,112.27,104.5,14425615.0
2021-08-12,107.97,120.8,125.66,107.6,18027635.0
2021-08-13,121.0,119.6,127.0,115.59,13050563.0
2021-08-16,117.69,108.3,117.69,106.01,10290383.0
2021-08-17,106.0,103.7,109.58,103.2,5960091.0
2021-08-18,105.7,107.1,109.4,104.15,6655129.0
2021-08-19,108.71,111.2,114.88,106.55,7595604.0
2021-08-20,110.2,109.0,113.89,107.07,6512364.0
2021-08-23,108.52,117.88,124.01,106.7,9980688.0
2021-08-24,119.0,127.4,133.33,119.0,13287192.0
2021-08-25,127.0,137.06,143.8,124.2,10942501.0
2021-08-26,138.98,137.45,143.39,133.88,7318362.0
2021-08-27,136.0,141.78,145.49,131.11,6484630.0
2021-08-30,140.0,133.94,144.0,132.88,5735669.0
2021-08-31,136.0,136.0,139.22,130.01,4980522.0
2021-09-01,135.3,135.35,148.61,134.0,7503456.0
2021-09-02,134.65,150.7,151.65,134.0,6356114.0
2021-09-03,147.99,137.5,152.0,135.98,5582426.0
2021-09-06,139.1,136.88,143.5,126.5,3566590.0
2021-09-07,137.0,146.52,148.0,137.0,3890842.0
2021-09-08,148.0,146.69,150.89,145.08,3155494.0
2021-09-09,146.0,144.06,151.9,141.0,2912474.0
2021-09-10,143.49,162.0,165.5,138.08,7215742.0
2021-09-13,160.6,163.5,165.18,159.2,2999480.0
2021-09-14,160.0,161.5,164.94,155.0,3626539.0
2021-09-15,160.96,162.55,164.87,155.05,2951236.0
2021-09-16,163.45,149.0,163.93,145.88,4563369.0
2021-09-17,148.0,129.26,148.0,128.0,10946963.0
2021-09-22,125.21,125.48,128.8,122.81,4019630.0
2021-09-23,126.51,124.61,128.45,120.8,4276896.0
2021-09-24,123.98,118.5,125.0,117.11,3692075.0
2021-09-27,118.99,114.74,119.38,109.8,4419289.0
2021-09-28,113.5,106.85,114.74,106.03,5906036.0
2021-09-29,105.41,106.18,109.88,103.03,4052595.0
2021-09-30,108.88,112.75,115.34,107.35,3864771.0
2021-10-08,116.08,109.61,116.6,108.0,2667403.0
2021-10-11,108.0,109.19,110.5,105.89,1956158.0
2021-10-12,108.37,103.0,109.15,100.31,4240518.0
2021-10-13,102.95,106.88,107.2,102.11,2570838.0
2021-10-14,105.63,107.64,111.22,105.2,2380765.0
2021-10-15,108.3,110.5,113.0,107.0,2613537.0
2021-10-18,110.5,111.08,112.68,106.8,3216966.0
2021-10-19,111.6,111.46,114.88,110.05,2472575.0
2021-10-20,111.5,114.58,116.47,109.3,2990164.0
2021-10-21,113.5,109.16,114.58,107.8,3658301.0
2021-10-22,108.4,106.9,110.44,106.55,2698697.0
2021-10-25,105.88,109.09,110.1,105.4,2589538.0
2021-10-26,109.41,109.5,113.86,109.15,3024373.0
2021-10-27,109.0,105.0,110.77,104.01,2870670.0
2021-10-28,105.91,98.85,107.88,95.82,5324568.0
2021-10-29,100.0,102.9,104.35,99.99,3296257.0
2021-11-01,101.81,104.89,106.66,100.43,3121718.0
2021-11-02,105.0,102.96,105.62,100.72,2394056.0
2021-11-03,102.02,100.79,103.74,99.67,2495975.0
2021-11-04,100.79,105.0,105.6,100.54,2852009.0
2021-11-05,104.7,106.22,111.0,103.61,4272081.0
2021-11-08,106.6,113.65,114.19,106.6,4822455.0
2021-11-09,115.38,112.59,115.99,111.41,3428926.0
2021-11-10,110.02,110.42,111.59,108.0,2640372.0
2021-11-11,111.1,109.12,111.98,107.6,2576795.0
2021-11-12,108.96,113.68,114.57,108.05,3120909.0
2021-11-15,113.68,108.42,114.97,108.05,3288697.0
2021-11-16,108.31,106.45,109.5,105.0,2623282.0
2021-11-17,106.75,110.98,111.58,106.75,2727396.0
2021-11-18,110.2,111.45,114.86,107.84,3123797.0
2021-11-19,115.0,114.67,119.0,113.5,4319056.0
2021-11-22,115.0,121.28,122.88,115.0,4748703.0
2021-11-23,120.78,122.95,125.88,119.67,3951602.0
2021-11-24,122.99,128.16,128.98,120.5,4135455.0
2021-11-25,126.81,126.3,135.6,125.5,4132508.0
2021-11-26,126.0,127.79,131.84,125.09,2994097.0
2021-11-29,124.93,126.24,128.49,123.0,3103721.0
2021-11-30,127.22,121.18,127.98,119.6,3281506.0
2021-12-01,121.18,121.44,124.92,118.48,2241130.0
2021-12-02,120.58,118.86,121.64,117.73,1904978.0
2021-12-03,119.5,121.5,122.47,118.04,1786399.0
2021-12-06,121.41,116.84,121.45,116.6,2073538.0
2021-12-07,117.73,112.93,117.98,109.52,3365520.0
2021-12-08,113.27,116.1,116.42,113.0,1669832.0
2021-12-09,116.01,115.49,116.65,114.1,931360.0
2021-12-10,114.45,117.05,118.79,113.69,1515959.0
2021-12-13,117.95,117.66,118.7,116.09,1187455.0
2021-12-14,116.2,116.42,117.7,114.13,1359891.0
2021-12-15,118.0,118.6,119.65,117.0,1783746.0
2021-12-16,118.67,117.59,119.4,116.7,1142376.0
2021-12-17,116.2,114.52,118.0,114.5,1458166.0
2021-12-20,115.5,112.02,116.21,110.73,1283413.0
2021-12-21,113.1,111.85,113.58,110.88,758772.0
2021-12-22,113.0,111.12,113.59,111.1,819132.0
2021-12-23,111.12,108.1,112.2,107.43,1416442.0
2021-12-24,108.1,101.13,108.71,100.69,3378522.0
2021-12-27,101.13,100.8,102.88,99.82,1185925.0
2021-12-28,101.03,103.51,103.9,100.22,1229711.0
2021-12-29,103.13,101.8,104.36,101.7,904957.0
2021-12-30,102.37,102.43,104.0,101.5,921475.0
2021-12-31,103.5,103.35,104.2,101.7,1022086.0
2022-01-04,104.7,100.67,105.3,97.88,1875727.0
2022-01-05,100.19,98.0,100.6,97.76,1425314.0
2022-01-06,97.81,99.89,100.98,96.0,1452254.0
2022-01-07,100.17,97.79,100.17,97.37,1145283.0
2022-01-10,97.69,98.4,99.29,96.11,853154.0
2022-01-11,98.41,97.6,99.1,96.91,645434.0
2022-01-12,97.89,100.26,100.83,97.89,1130173.0
2022-01-13,100.19,99.12,100.63,98.52,798416.0
2022-01-14,98.95,98.15,100.43,97.6,904223.0
2022-01-17,98.0,99.85,100.33,97.0,938317.0
2022-01-18,99.3,99.6,100.42,98.71,882084.0
2022-01-19,99.0,97.12,99.39,96.38,1048151.0
2022-01-20,96.99,95.7,97.87,95.7,702457.0
2022-01-21,95.7,95.51,96.6,94.18,667138.0
2022-01-24,95.29,95.34,95.92,92.8,935600.0
2022-01-25,94.0,91.48,95.2,91.01,1373664.0
2022-01-26,92.01,90.72,92.79,89.62,869149.0
2022-01-27,90.6,88.03,91.55,88.0,741428.0
2022-01-28,88.99,91.48,93.71,88.33,1259614.0
2022-02-07,91.51,89.1,94.58,88.78,1966542.0
2022-02-08,89.18,85.09,89.29,81.15,2422442.0
2022-02-09,85.22,86.2,86.85,83.51,1242877.0
2022-02-10,86.21,82.4,86.5,81.98,1752440.0
2022-02-11,82.1,81.88,83.22,81.05,1067136.0
2022-02-14,81.1,82.38,83.55,80.09,1150900.0
2022-02-15,82.97,85.95,86.85,82.97,1538620.0
2022-02-16,86.54,88.91,90.5,85.51,1881716.0
2022-02-17,88.19,89.57,90.79,88.19,999927.0
2022-02-18,88.0,88.44,88.99,87.77,688914.0
2022-02-21,87.6,87.67,89.02,87.25,670448.0
2022-02-22,87.2,89.0,90.49,86.14,1253020.0
2022-02-23,89.06,96.89,96.99,89.0,2882318.0
2022-02-24,96.7,92.97,97.79,90.7,2289416.0
2022-02-25,93.63,96.81,99.65,93.63,2349570.0
2022-02-28,96.91,97.02,97.79,94.81,1564040.0
2022-03-01,97.71,96.39,98.09,94.89,1059925.0
2022-03-02,94.6,95.55,96.97,92.92,1342585.0
2022-03-03,96.0,93.0,96.5,93.0,1182745.0
