日期,开盘,收盘,最高,最低,成交量
2021-01-04,181.9,192.75,193.38,180.74,134280.71
2021-01-05,189.5,197.85,198.26,189.05,118753.88
2021-01-06,201.0,192.12,201.49,189.0,100413.56
2021-01-07,192.12,190.54,192.9,182.01,106848.61
2021-01-08,191.5,187.25,191.5,183.08,103530.87
2021-01-11,189.0,200.12,205.98,189.0,152079.52
2021-01-12,200.12,206.29,208.56,197.56,114806.42
2021-01-13,205.01,223.2,226.92,205.01,182855.12
2021-01-14,225.99,218.58,228.0,213.5,155123.96
2021-01-15,220.01,214.86,228.0,205.2,166132.51
2021-01-18,212.02,233.98,236.0,207.18,130499.2
2021-01-19,232.0,231.01,237.98,227.68,101722.48
2021-01-20,227.0,227.5,232.58,223.21,83635.49
2021-01-21,229.0,225.1,231.7,222.07,95172.62
2021-01-22,226.5,221.01,228.38,210.16,135672.45
2021-01-25,219.83,223.19,228.0,214.56,113805.7
2021-01-26,222.96,218.3,227.32,213.77,76139.13
2021-01-27,217.6,216.68,220.8,210.0,64548.05
2021-01-28,213.6,200.73,214.28,199.38,96753.63
2021-01-29,204.01,200.4,206.58,196.5,69606.82
2021-02-01,200.88,201.99,204.88,198.5,43654.06
2021-02-02,201.8,204.04,204.4,191.18,77639.57
2021-02-03,201.5,196.5,203.0,194.44,75961.76
2021-02-04,192.0,194.0,196.48,185.88,106762.16
2021-02-05,196.01,189.7,196.5,188.0,67152.2
2021-02-08,190.02,197.6,199.99,190.01,65354.58
2021-02-09,197.6,201.0,203.2,195.0,62641.47
2021-02-10,201.01,201.59,204.31,196.5,58393.74
2021-02-18,206.66,210.95,218.16,203.66,107344.82
2021-02-19,207.89,198.2,207.94,193.08,95182.65
2021-02-22,195.9,192.8,199.42,192.0,60945.4
2021-02-23,189.03,192.86,196.23,187.85,47555.5
2021-02-24,192.5,194.6,201.5,191.01,68551.5
2021-02-25,198.0,191.13,199.58,186.91,77155.95
2021-02-26,185.0,179.4,188.29,177.4,89288.66
2021-03-01,182.34,186.18,186.39,180.25,52393.39
2021-03-02,195.47,199.9,202.68,194.11,126058.11
2021-03-03,196.7,189.99,196.7,185.2,98484.19
2021-03-04,193.0,183.4,193.41,182.01,73837.59
2021-03-05,178.0,181.98,181.99,177.0,53272.97
2021-03-08,182.98,165.01,183.99,164.44,89266.88
2021-03-09,161.71,155.13,162.88,154.3,86227.41
2021-03-10,158.66,152.3,159.0,151.88,80226.59
2021-03-11,152.72,156.1,160.36,148.6,110710.48
2021-03-12,156.1,152.49,157.49,150.55,72375.15
2021-03-15,149.55,145.56,149.55,144.29,70810.29
2021-03-16,149.07,139.55,149.52,138.99,86436.51
2021-03-17,143.5,144.8,145.39,140.68,64612.09
2021-03-18,145.42,144.9,146.0,143.51,39932.02
2021-03-19,141.02,142.0,145.53,140.22,46900.12
2021-03-22,142.28,140.76,143.49,137.9,54491.93
2021-03-23,140.83,139.95,144.26,138.55,43663.56
2021-03-24,138.7,134.1,139.85,133.53,54726.91
2021-03-25,134.0,138.85,140.74,133.64,56185.82
2021-03-26,139.5,141.45,142.88,138.0,49327.79
2021-03-29,142.38,142.37,146.04,141.47,55830.06
2021-03-30,142.4,144.38,145.54,141.5,44985.54
2021-03-31,144.03,143.54,144.38,140.3,33146.57
2021-04-01,144.24,151.99,152.18,144.24,70148.61
2021-04-02,152.2,164.25,167.0,152.2,108562.64
2021-04-06,164.26,160.29,165.0,159.0,62134.8
2021-04-07,161.38,163.4,164.49,157.83,62212.45
2021-04-08,161.03,162.21,166.8,160.5,53150.8
2021-04-09,161.29,159.5,165.09,158.98,42526.02
2021-04-12,162.0,162.3,165.5,160.2,64156.04
2021-04-13,161.56,157.5,161.95,156.8,45944.88
2021-04-14,158.01,155.45,159.5,154.8,44620.78
2021-04-15,155.51,153.2,156.0,149.05,54875.36
2021-04-16,153.99,151.12,154.91,147.28,43749.04
2021-04-19,152.0,157.49,157.79,148.33,50856.28
2021-04-20,155.01,156.85,158.48,155.01,37349.41
2021-04-21,155.02,158.03,158.66,154.7,37186.8
2021-04-22,157.0,155.93,160.0,151.91,71415.54
2021-04-23,155.93,163.97,164.71,155.8,74770.79
2021-04-26,164.63,166.4,172.88,164.63,81584.66
2021-04-27,165.1,166.17,170.7,165.01,53136.58
2021-04-28,166.65,164.3,166.99,160.62,55303.22
2021-04-29,165.2,169.78,172.86,164.5,74394.22
2021-04-30,169.79,165.62,169.9,164.28,60013.34
2021-05-06,162.5,167.5,168.66,160.7,53610.55
2021-05-07,166.62,162.3,172.78,162.3,67132.19
2021-05-10,160.14,152.2,161.01,150.0,76388.03
2021-05-11,149.88,153.0,154.0,148.13,43361.14
2021-05-12,151.81,163.49,165.2,150.5,58032.5
2021-05-13,159.9,159.2,163.3,158.18,35242.58
2021-05-14,161.03,163.75,165.1,158.46,40069.04
2021-05-17,165.9,169.94,174.71,165.3,66887.74
2021-05-18,171.0,176.46,179.84,171.0,73245.34
2021-05-19,175.5,176.08,181.0,173.13,46840.5
2021-05-20,175.0,174.2,176.45,172.38,43507.61
2021-05-21,175.13,168.91,177.59,168.58,40527.91
2021-05-24,172.05,171.23,172.5,166.0,54363.67
2021-05-25,171.0,176.75,176.86,168.4,91633.36
2021-05-26,176.76,174.4,178.4,173.02,65555.38
2021-05-27,173.0,188.88,191.5,173.0,129836.62
2021-05-28,185.5,187.15,191.83,185.36,119867.35
2021-05-31,190.15,188.2,195.62,184.7,91025.42
2021-06-01,187.86,202.0,206.88,187.04,143587.67
2021-06-02,200.65,205.0,206.79,198.6,96390.98
2021-06-03,202.0,203.94,206.56,196.86,65382.78
2021-06-04,202.8,209.0,213.62,198.39,87849.93
2021-06-07,217.0,215.6,229.0,214.0,105214.65
2021-06-08,216.68,216.55,219.56,209.9,65410.28
2021-06-09,214.58,217.04,221.15,213.52,57100.3
2021-06-10,218.2,228.2,229.16,218.2,69562.87
2021-06-11,227.0,219.08,228.0,216.28,68957.88
2021-06-15,217.85,238.03,240.0,217.02,110231.47
2021-06-16,237.0,228.99,243.39,227.23,83322.01
2021-06-17,231.01,251.89,251.89,227.69,130656.45
2021-06-18,251.89,260.41,261.83,247.86,126000.75
2021-06-21,256.0,251.97,258.95,248.1,104670.8
2021-06-22,252.1,251.7,256.3,248.1,64008.81
2021-06-23,251.7,269.7,274.88,249.0,98809.94
2021-06-24,269.53,257.93,269.53,248.6,102813.63
2021-06-25,256.02,264.0,265.33,251.0,78057.38
2021-06-28,266.0,269.35,278.3,266.0,74079.87
2021-06-29,269.35,273.88,275.48,262.58,60088.36
2021-06-30,273.76,277.38,295.77,272.6,89797.2
2021-07-01,271.01,268.0,282.0,267.0,71589.88
2021-07-02,262.7,266.69,272.34,254.03,77502.31
2021-07-05,272.02,287.88,289.99,271.22,78409.07
2021-07-06,285.0,289.0,299.91,278.0,82918.3
2021-07-07,281.0,308.29,312.5,275.0,97374.81
2021-07-08,305.0,329.5,330.0,304.0,79470.45
2021-07-09,320.37,329.0,340.87,308.01,77964.24
2021-07-12,328.0,334.64,344.2,314.95,80464.94
2021-07-13,330.0,323.33,333.91,310.0,77585.87
2021-07-14,319.89,316.63,328.88,314.0,59864.32
