日期,开盘,最高,最低,收盘,成交量,成交额,换手率,涨跌幅
2019-01-02,3.77,3.8,3.74,3.77,1005300,3799671.0,0.146794,0.0
2019-01-03,3.78,3.8,3.73,3.73,876000,3295382.0,0.127914,-1.061007
2019-01-04,3.73,3.82,3.71,3.81,1293097,4898535.6,0.188818,2.14477
2019-01-07,3.85,3.95,3.8,3.92,1553260,6059716.2,0.226807,2.887143
2019-01-08,3.93,3.96,3.88,3.92,1266500,4964655.0,0.184935,0.0
2019-01-09,3.93,3.98,3.91,3.92,1651850,6525483.0,0.241203,0.0
2019-01-10,3.92,3.96,3.89,3.92,1604200,6301646.0,0.234246,0.0
2019-01-11,3.89,4.0,3.89,4.0,2239200,8882936.0,0.326968,2.040814
2019-01-14,4.03,4.06,3.97,4.05,2273563,9168682.76,0.331986,1.250005
2019-01-15,4.07,4.19,4.07,4.17,3433527,14243222.28,0.501364,2.96296
2019-01-16,4.17,4.23,4.11,4.16,1904977,7926838.32,0.278165,-0.239814
2019-01-17,4.58,4.58,4.58,4.58,2560000,11724800.0,0.373812,10.09616
2019-01-18,5.04,5.04,5.04,5.04,1613680,8132947.2,0.23563,10.04367
2019-01-21,5.54,5.54,5.54,5.54,1918560,10628822.4,0.280148,9.920635
2019-01-22,6.09,6.09,6.09,6.09,1837130,11188121.7,0.268258,9.927801
2019-01-23,6.7,6.7,6.7,6.7,7781248,52134361.6,1.136219,10.01641
2019-01-24,7.37,7.37,7.37,7.37,12596032,92832755.84,1.839275,10.0
2019-01-25,8.0,8.11,7.65,8.11,133058165,1061257686.65,19.429174,10.0407
2019-01-28,8.2,8.28,7.3,7.65,121609868,926671245.95,17.757492,-5.672005
2019-01-29,7.65,8.25,7.25,7.52,105820030,825241070.21,15.451857,-1.699348
2019-01-30,6.77,6.77,6.77,6.77,7055000,47762350.0,1.030172,-9.973405
2019-01-31,6.09,6.21,6.09,6.09,59053610,360092155.2,8.623017,-10.04431
2019-02-01,6.0,6.08,5.55,5.62,73137601,418966352.53,10.679564,-7.717574
2019-02-11,5.72,6.09,5.63,5.92,71053064,414893262.96,10.375179,5.338082
2019-02-12,5.87,6.51,5.82,6.51,81903382,500793929.87,11.959545,9.966219
2019-02-13,6.46,6.77,6.36,6.44,78656349,513378714.57,11.485412,-1.075271
2019-02-14,6.38,6.6,6.3,6.55,51292988,331618748.26,7.48981,1.708076
2019-02-15,6.46,6.87,6.4,6.49,57512755,380173150.26,8.398021,-0.916037
2019-02-18,6.83,7.14,6.8,7.14,55881765,394781342.33,8.159864,10.01541
2019-02-19,7.57,7.85,7.37,7.85,48231852,369257309.44,7.042823,9.943978
2019-02-20,8.64,8.64,8.64,8.64,3560900,30766176.0,0.519963,10.0637
2019-02-21,9.5,9.5,8.8,9.5,84867792,798792678.81,12.392408,9.953699
2019-02-22,9.58,10.38,9.1,9.63,126712029,1229233750.83,18.50251,1.368422
2019-02-25,9.27,10.59,9.27,10.23,122822422,1238140999.11,17.934549,6.230524
2019-02-26,10.07,10.44,9.21,9.21,105384756,1034538482.37,15.388298,-9.97067
2019-02-27,8.6,8.85,8.29,8.31,77616500,660089625.86,11.333573,-9.771982
2019-02-28,8.45,9.14,8.4,9.14,85164645,761610830.34,12.435755,9.987966
2019-03-01,9.2,10.0,8.88,9.45,117416441,1112793570.46,17.145167,3.391679
2019-03-04,9.55,10.4,9.51,10.4,136712297,1372248529.42,19.962751,10.05291
2019-03-05,10.28,11.44,9.83,11.44,123504691,1332137680.82,18.034174,10.0
2019-03-06,11.95,12.58,11.5,12.58,108183795,1326480524.92,15.797015,9.965038
2019-03-07,13.01,13.84,12.25,13.3,110939117,1496631088.44,16.199347,5.723372
2019-03-08,11.97,13.98,11.97,12.07,128945548,1639537760.18,18.828649,-9.248124
2019-03-11,12.32,12.88,11.03,12.06,79267444,955956577.62,11.574645,-0.082844
2019-03-12,12.06,12.83,11.6,12.57,84006875,1038771891.14,12.266697,4.22885
2019-03-13,13.08,13.83,12.67,13.83,118100633,1606266147.67,17.245073,10.02387
2019-03-14,12.8,13.23,12.45,12.45,73798603,933070904.59,10.776084,-9.97831
2019-03-15,12.32,13.0,11.71,12.52,78467005,973560347.65,11.457764,0.562254
2019-03-18,12.5,12.7,11.27,11.54,83302640,960976157.09,12.163864,-7.827479
