日期,开盘,最高,最低,收盘,成交量,成交额,换手率,涨跌幅
2025-12-30,265.6,276.82,220.23,226.01,18069046,4345152943.89,74.1964,165.6129
2025-12-31,240.0,276.57,235.03,256.8,13807498,3483205340.38,56.6973,13.6233
2026-01-05,275.0,308.0,275.0,283.0,10320435,2992704313.82,42.3785,10.2025
2026-01-06,275.0,298.81,275.0,293.0,7839358,2248912568.1,32.1905,3.5336
2026-01-07,315.0,349.73,315.0,329.77,7733499,2550465528.55,31.7558,12.5495
2026-01-08,320.68,348.5,313.88,323.0,7535577,2466713076.32,30.9431,-2.0529
2026-01-09,310.2,386.0,301.2,367.0,9514809,3222934480.97,39.0704,13.6223
2026-01-12,370.0,372.5,340.13,356.0,5672358,2022421077.08,23.2922,-2.9973
2026-01-13,350.12,383.2,350.0,361.0,5340427,1965365364.46,21.9292,1.4045
2026-01-14,361.01,398.88,360.0,368.0,5214987,1971573039.62,21.4141,1.9391
2026-01-15,366.99,396.0,352.6,388.9,4603100,1728506898.6,18.9016,5.6793
2026-01-16,394.99,407.77,379.0,385.0,4340608,1699950640.56,17.8237,-1.0028
2026-01-19,382.0,392.85,368.39,370.57,3663581,1383899427.92,15.0436,-3.7481
2026-01-20,369.0,390.0,365.0,373.0,4070799,1532345457.77,16.7158,0.6557
2026-01-21,375.99,393.99,353.56,362.78,4409367,1638919897.73,18.106,-2.7399
2026-01-22,368.83,371.83,338.88,345.01,4388216,1521082884.7,18.0192,-4.8983
2026-01-23,342.02,357.29,338.99,353.0,3125485,1085578705.26,12.8341,2.3159
2026-01-26,351.0,362.0,337.0,344.0,2351574,816480100.43,9.6562,-2.5496
2026-01-27,342.34,377.0,342.34,362.02,4564717,1658957857.56,18.744,5.2384
2026-01-28,363.2,370.0,332.07,347.0,5003612,1733213425.72,20.5462,-4.1489
2026-01-29,341.0,342.99,316.0,317.3,3916872,1285558342.91,16.0837,-8.5591
2026-01-30,315.2,324.8,313.5,321.0,2920900,931318346.54,11.994,1.1661
2026-02-02,315.0,321.9,307.02,309.67,2133178,669326526.21,8.7594,-3.5296
2026-02-03,327.98,355.77,327.95,353.17,6200319,2137229740.89,25.4602,14.0472
2026-02-04,345.0,348.99,331.0,337.25,2546629,862697459.31,10.4571,-4.5077
2026-02-05,326.01,348.78,323.8,336.7,3260448,1096989525.99,13.3883,-0.1631
2026-02-06,334.0,346.68,324.86,324.86,3039787,1012646176.24,12.4822,-3.5165
2026-02-09,332.01,345.7,331.01,337.62,2222275,752015169.59,9.1253,3.9278
2026-02-10,336.99,340.0,328.3,335.0,1414655,472218545.97,5.809,-0.776
2026-02-11,332.2,336.98,323.08,325.5,1509005,495051155.25,6.1964,-2.8358
2026-02-12,327.44,335.81,322.22,328.29,1925914,634661662.33,7.9083,0.8571
2026-02-13,325.0,352.0,322.01,343.0,2872271,986126660.15,11.7943,4.4808
2026-02-24,349.97,349.97,337.94,340.25,2161691,740796045.71,8.8765,-0.8017
2026-02-25,341.99,370.0,336.12,357.5,3548114,1263120204.81,14.5695,5.0698
2026-02-26,354.94,377.0,347.0,370.11,2537357,920923356.43,10.4191,3.5273
2026-02-27,365.0,379.0,361.85,370.5,1730699,637705625.52,7.1067,0.1054
2026-03-02,361.0,373.73,350.33,353.98,2309069,828693198.66,9.4817,-4.4588
2026-03-03,354.0,366.6,324.01,324.63,2667693,919616299.36,10.9543,-8.2914
2026-03-04,320.2,338.88,320.02,330.08,1692581,560196661.48,6.9502,1.6788
2026-03-05,373.11,396.1,367.0,387.9,5464183,2110171991.9,22.4374,17.517
2026-03-06,378.0,387.71,370.41,376.09,3118068,1178507455.33,12.8036,-3.0446
2026-03-09,360.11,367.95,341.0,354.65,2814215,984905464.57,11.5559,-5.7008
2026-03-10,363.0,381.98,360.0,368.49,2576595,953046464.1,10.5802,3.9024
2026-03-11,364.0,376.66,354.36,355.0,2148430,783394387.93,8.822,-3.6609
2026-03-12,352.0,359.8,341.6,345.91,1586104,553281973.85,6.513,-2.5606
2026-03-13,343.99,354.87,336.0,337.5,2042596,701997862.64,8.3874,-2.4313
2026-03-16,336.0,349.0,330.0,348.52,1857879,634161122.82,7.629,3.2652
2026-03-17,347.08,348.88,333.0,334.6,1454924,496402713.75,5.9743,-3.994
2026-03-18,339.0,358.88,336.0,358.88,2502230,873329319.96,10.2748,7.2564
2026-03-19,351.0,355.55,347.0,351.0,1654950,579029007.62,6.7957,-2.1957
2026-03-20,353.0,356.0,345.0,345.28,1459152,508768444.79,5.9917,-1.6296
2026-03-23,334.0,340.84,330.28,333.0,1146150,383632659.71,4.7064,-3.5565
2026-03-24,338.5,341.0,332.15,340.3,1163326,392596492.55,4.7769,2.1922
2026-03-25,346.42,350.59,336.68,339.0,1541997,530616906.75,6.3319,-0.382
2026-03-26,335.0,335.0,312.01,315.0,2450571,787071065.83,10.0627,-7.0796
