日期,开盘,最高,最低,收盘,成交量,成交额,换手率,涨跌幅
2025-12-03,62.0,80.0,58.88,67.99,122598637,8088569578.78,77.5512,280.0447
2025-12-04,68.5,76.89,65.55,69.49,96710191,6838922053.68,61.1752,2.2062
2025-12-05,68.1,70.16,64.51,65.89,69732166,4665091608.47,44.1099,-5.1806
2025-12-08,64.59,69.6,63.0,68.75,60374083,4058038916.08,38.1904,4.3406
2025-12-09,67.34,69.5,65.75,67.8,50273311,3390269094.93,31.801,-1.3818
2025-12-10,67.0,67.32,62.85,63.88,51096183,3290644480.99,32.3215,-5.7817
2025-12-11,63.21,70.27,61.79,67.68,82467649,5485531580.49,52.1659,5.9487
2025-12-12,67.0,72.69,64.55,69.3,77448163,5255713738.08,48.9908,2.3936
2025-12-15,68.33,76.23,68.33,74.98,84430273,6200898964.93,53.4074,8.1962
2025-12-16,72.78,73.55,67.48,67.48,68407655,4736072284.53,43.2721,-10.0027
2025-12-17,66.02,66.7,63.99,64.65,42072312,2741977527.76,26.6133,-4.1938
2025-12-18,64.0,65.41,63.65,64.0,26378589,1705741414.46,16.6861,-1.0054
2025-12-19,65.08,65.5,63.3,64.14,26745218,1716959345.91,16.918,0.2188
2025-12-22,63.8,64.64,63.2,64.43,23905236,1530691009.62,15.1215,0.4521
2025-12-23,64.69,64.69,62.0,62.22,30480676,1916538199.09,19.2809,-3.4301
2025-12-24,62.24,63.23,61.28,62.93,20097132,1257502037.62,12.7127,1.1411
2025-12-25,62.27,63.15,62.02,62.35,17603773,1101111503.01,11.1355,-0.9217
2025-12-26,62.47,64.93,61.58,64.43,36204082,2303703860.67,22.9013,3.336
2025-12-29,64.0,64.28,62.3,62.57,22332902,1412677736.72,14.1269,-2.8869
2025-12-30,61.98,61.99,60.71,60.89,22228507,1358548107.64,14.0609,-2.685
2025-12-31,60.33,61.65,59.55,60.92,18941025,1145195152.46,11.9814,0.0493
2026-01-05,61.52,62.62,61.0,61.94,18144106,1123800756.33,11.4773,1.6743
2026-01-06,62.96,64.66,62.71,63.79,30015230,1913241610.68,18.9865,2.9868
2026-01-07,63.77,66.18,63.0,64.83,35790655,2319815213.5,22.6398,1.6303
2026-01-08,64.0,65.27,63.68,63.82,22513884,1447163695.44,14.2414,-1.5579
2026-01-09,63.45,70.0,63.18,68.46,45111573,3014657086.91,28.5359,7.2704
2026-01-12,68.61,69.89,67.4,68.55,32951930,2253504791.4,20.8441,0.1315
2026-01-13,68.48,71.09,67.24,69.21,29633783,2044476654.9,18.7452,0.9628
2026-01-14,68.82,70.56,65.88,66.73,31130000,2116957366.5,19.6917,-3.5833
