日期,开盘,最高,最低,收盘,成交量,成交额,换手率,涨跌幅,MA5,MA10,MA20,MA30,MA60,MA120,MA250,SMA5,SMA10,SMA20,SMA30,SMA60,SMA120,SMA250,EMA12,EMA26,RSI6,RSI12,RSI24,DIF12-26-9,DEA12-26-9,MACD12-26-9,DIF12-26-12,DEA12-26-12,MACD12-26-12,BOLL_UPPER20-2,BOLL_MIDDLE20-2,BOLL_LOWER20-2,K9-3-3,D9-3-3,J9-3-3,K10-3-3,D10-3-3,J10-3-3,ATR10,CCI,Williams_R10,BIAS5,BIAS10,BIAS20,BIAS30,BIAS60,BIAS120,BIAS250,PSY10
2019-01-02,5.04,5.23,5.04,5.19,37211639,191345113.22,2.796909,4.216868,,,,,,,,,,,,,,,5.19,5.19,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.1900000000000004,,,,,,,,,,
2019-01-03,5.22,5.71,5.17,5.71,86792057,483761830.03,6.523482,10.01927,,,,,,,,,,,,,,,5.27,5.228518518518519,,,,0.041481481481480564,0.008296296296296113,0.0663703703703689,0.041481481481480564,0.006381766381766241,0.07019943019942865,,,,,,,,,,0.25363636363636394,,,,,,,,,,259.828929470969
2019-01-04,6.0,6.28,5.83,6.28,84390188,511592759.26,6.342953,9.98249,,,,,,,,,,,,,,,5.425384615384615,5.306406035665296,,,,0.11897857971931902,0.030432752980900694,0.17709165347683664,0.11897857971931902,0.023704353049082052,0.19054845334047393,,,,,,,,,,0.3111570247933887,,,,,,,,,,258.96159118253354
2019-01-07,6.2,6.85,6.09,6.47,116602906,747444095.08,8.764132,3.025471,,,,,,,,,,,,,,,5.586094674556213,5.39259818117157,,,,0.19349649338464303,0.06304550106164916,0.26090198464598774,0.19349649338464303,0.049826220793014506,0.287340545183257,,,,,,,,,,0.392764838467318,,,,,,,,,,134.72443449239972
2019-01-08,6.3,6.34,6.03,6.13,81625441,503714860.89,6.135148,-5.255018,5.956,,,,,,,5.956,,,,,,,5.6697724169321795,5.447220538121824,,,,0.22255187881035532,0.0949467766113904,0.25521020439792985,0.22255187881035532,0.07639939894952848,0.2923049597216537,,,,,,,,,,0.4013530496550783,,,0.029214237743451894,,,,,,,58.28568951384517
2019-01-09,6.11,6.23,6.04,6.1,54219869,331846704.39,4.075285,-0.4894,6.138,,,,,,,6.138,,,,,,,5.735961275865691,5.4955745723350224,77.57575757575756,,,0.24038670353066838,0.12403476199524599,0.23270388307084477,0.24038670353066838,0.10162821503893461,0.27751697698346756,,,,,,,,,,0.3629252224450641,,,-0.006190941674812684,,,,,,,95.21242026914679
2019-01-10,6.12,6.36,5.9,6.31,80876445,498101300.13,6.078852,3.442623,6.258,,,,,,,6.258,,,,,,,5.8242749257325075,5.555902381791687,80.10752688172042,,,0.26837254394082066,0.15290231838436094,0.23094045111291944,0.26837254394082066,0.12728118871614785,0.2821827104493456,,,,,,,,,,0.38057518200050694,,,0.008309364014061937,,,,,,,140.2798336918006
2019-01-11,6.08,6.28,6.04,6.13,48527282,298752191.63,3.647418,-2.852612,6.228,,,,,,,6.228,,,,,,,5.871309552542891,5.598428131288599,63.81578947368421,,,0.2728814212542918,0.1768981389583471,0.19196656459188943,0.2728814212542918,0.14968122449124693,0.24640039352608978,,,,,,,,,,0.3604706034549601,,,-0.01573538856775849,,,,,,,74.87057228566779
2019-01-14,6.13,6.58,6.07,6.31,71017236,449277928.45,5.337812,2.936376,6.196,,,,,,,6.196,,,,,,,5.938800390613215,5.651137158600554,51.32743362831856,,,0.28766323201266086,0.19905115756920985,0.17722414888690202,0.28766323201266086,0.17090922564838754,0.23350801272854665,,,,70.16574585635358,70.16574585635358,70.1657458563536,,,,0.3876577664631491,,,0.018398967075532582,,,,,,,133.5638248074972
2019-01-15,6.21,6.87,6.2,6.73,78192621,510138771.51,5.87713,6.656103,6.316,6.136,,,,,,6.316,6.136,,,,,,6.060523407441952,5.731052924630143,59.55882352941179,,,0.3294704828118089,0.22513502261772966,0.2086709203881585,0.3294704828118089,0.19530326521199082,0.2683344351996362,,,,77.36539919835337,72.56563030368685,86.96493698768643,92.3497267759563,92.3497267759563,92.3497267759563,0.43899271801530376,,-7.650273224043698,0.065547815072831,0.09680573663624516,,,,,,190.48336292449127
