日期,开盘,收盘,最高,最低,成交量,MA5,MA10,MA20,MA30,MA60,MA120,MA250,SMA5,SMA10,SMA20,SMA30,SMA60,SMA120,SMA250,EMA12,EMA26,RSI6,RSI12,RSI24,DIF12-26-9,DEA12-26-9,MACD12-26-9,DIF12-26-12,DEA12-26-12,MACD12-26-12,BOLL_UPPER20-2,BOLL_MIDDLE20-2,BOLL_LOWER20-2,BOLL_UPPER26-2,BOLL_MIDDLE26-2,BOLL_LOWER26-2,K9-3-3,D9-3-3,J9-3-3,K10-3-3,D10-3-3,J10-3-3,ATR10,CCI,Williams_R10,BIAS5,BIAS10,BIAS20,BIAS30,BIAS60,BIAS120,BIAS250,PSY10
2019-01-02,40.48,40.28,41.63,40.1,33694.21,,,,,,,,,,,,,,,40.28,40.28,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.5300000000000011,,,,,,,,,,
2019-01-03,40.4,38.2,40.4,37.9,49619.23,,,,,,,,,,,,,,,39.96,40.12592592592593,,,,-0.1659259259259258,-0.033185185185185165,-0.2654814814814813,-0.1659259259259258,-0.02552706552706551,-0.2807977207977206,,,,,,,,,,,,,1.7063636363636372,,,,,,,,,,58.84898954849495
2019-01-04,37.49,39.31,39.33,37.31,34530.14,,,,,,,,,,,,,,,39.86,40.06548696844993,,,,-0.2054869684499323,-0.06764554183813459,-0.2756828532235954,-0.2054869684499323,-0.05321320443827579,-0.30454752802331303,,,,,,,,,,,,,1.763388429752066,,,,,,,,,,133.16705919760366
2019-01-07,39.66,40.32,40.77,39.65,41475.45,,,,,,,,,,,,,,,39.93076923076923,40.084339785601784,,,,-0.15357055483255522,-0.08483054443701872,-0.137480020791073,-0.15357055483255522,-0.06865279680662648,-0.16983551605185748,,,,,,,,,,,,,1.7082268970698722,,,,,,,,,,128.87681546774786
2019-01-08,40.88,39.91,40.88,39.39,31580.6,39.604,,,,,,,39.604,,,,,,,39.92757396449704,40.07142572740906,,,,-0.14385176291201418,-0.09663478813201781,-0.09443394955999274,-0.14385176291201418,-0.08022186851514766,-0.12725978879373304,,,,,,,,,,,,,1.6685492794208048,,,0.007726492273507661,,,,,,,90.28426014413925
2019-01-09,39.88,40.1,41.25,39.62,49133.18,39.568,,,,,,,39.568,,,,,,,39.954101046882116,40.07354234019357,48.12500000000001,,,-0.11944129331145348,-0.10119608916790496,-0.03649040828709704,-0.11944129331145348,-0.08625562617611779,-0.06637133427067138,,,,,,,,,,,,,1.6615403195261134,,,0.013445208249090266,,,,,,,104.86400692002782
2019-01-10,40.1,40.86,41.8,39.98,49877.86,40.1,,,,,,,40.1,,,,,,,40.093470116592556,40.13179846314219,55.215827338129486,,,-0.03832834654963335,-0.08862254064425064,0.10058838818923457,-0.03832834654963335,-0.07888219854127403,0.08110770398328135,,,,,,,,,,,,,1.6903511705213654,,,0.018952618453865287,,,,,,,120.65349222697579
2019-01-11,41.3,41.6,42.24,41.2,48899.48,40.558,,,,,,,40.558,,,,,,,40.32524394480908,40.24055413253907,90.28436018957339,,,0.08468981227001393,-0.053960070061397726,0.2772997646628233,0.08468981227001393,-0.05371727380107588,0.2768141721421796,,,,,,,,,,,,,1.6339236849720267,,,0.025691602150007434,,,,,,,119.66018868047018
2019-01-14,41.49,40.32,41.49,40.0,30006.53,40.558,,,,,,,40.558,,,,,,,40.32443718406922,40.24643901161024,61.50341685649198,,,0.077998172458976,-0.027568421557322982,0.21113318803259795,0.077998172458976,-0.03345335899183713,0.22290306290162626,,,,,,,61.05476673427989,61.05476673427989,61.05476673427988,,,,1.6277557422498403,,,-0.005868139454608204,,,,,,,73.1597020509745
2019-01-15,40.15,40.73,40.87,39.75,29209.76,40.721999999999994,40.163,,,,,,40.721999999999994,40.163,,,,,,40.38683146344319,40.28225834408356,55.40897097625325,,,0.10457311935962821,-0.001140113373932744,0.2114264654671219,0.10457311935962821,-0.012218516168534768,0.23358327105632595,,,,,,,63.826910074374524,61.97881451431144,67.5231011945007,69.3711967545638,69.3711967545638,69.37119675456378,1.5354365163862325,,-30.62880324543621,0.00019645400520609677,0.014117471304434435,,,,,,110.64680209115582
