日期,开盘,收盘,最高,最低,成交量
2022-01-04,75.2,71.5,75.88,71.0,133531.73
2022-01-05,71.45,69.35,72.98,68.8,159725.36
2022-01-06,68.6,67.68,70.17,67.15,142395.62
2022-01-07,67.86,67.5,68.8,66.91,176789.53
2022-01-10,68.27,69.49,70.87,67.5,146599.93
2022-01-11,69.99,67.7,70.55,67.2,114716.05
2022-01-12,69.13,70.99,71.5,68.21,150283.06
2022-01-13,71.45,70.99,72.75,69.9,93726.12
2022-01-14,70.8,71.21,71.95,70.2,94429.73
2022-01-17,70.6,74.27,74.88,70.6,126407.94
2022-01-18,74.27,74.3,74.77,73.26,93255.77
2022-01-19,74.34,73.0,75.3,72.69,74096.92
2022-01-20,72.71,73.03,73.6,71.87,66306.95
2022-01-21,72.71,73.07,73.83,71.78,69017.52
2022-01-24,73.07,74.22,74.48,72.3,77361.67
2022-01-25,73.77,73.0,75.55,73.0,75740.9
2022-01-26,72.5,74.55,74.88,72.5,71329.49
2022-01-27,74.69,72.27,75.38,71.19,112595.82
2022-01-28,74.0,71.86,74.03,70.02,91054.04
2022-02-07,73.58,72.24,74.96,71.38,109139.89
2022-02-08,71.85,64.88,71.98,63.91,241604.11
2022-02-09,64.99,63.6,64.99,61.01,199564.03
2022-02-10,64.26,64.45,66.3,62.66,216032.33
2022-02-11,63.77,62.0,64.21,61.4,176740.17
2022-02-14,61.8,61.25,62.45,60.5,123046.02
2022-02-15,61.62,63.46,63.48,61.02,135361.49
2022-02-16,64.3,63.47,64.69,62.81,88495.44
2022-02-17,63.64,65.65,66.83,63.2,139564.19
2022-02-18,64.71,63.62,64.95,63.38,80670.39
2022-02-21,63.38,62.15,63.98,61.95,89715.01
2022-02-22,61.9,61.78,62.28,59.4,154496.28
2022-02-23,61.66,64.19,64.5,61.58,131926.32
2022-02-24,63.56,63.94,65.64,62.9,107858.35
2022-02-25,64.8,65.96,66.92,63.98,129466.56
2022-02-28,66.29,67.23,67.7,65.9,99287.55
2022-03-01,67.3,67.04,68.57,66.68,77933.69
2022-03-02,67.0,66.84,67.26,66.03,101964.86
2022-03-03,67.5,65.07,67.5,64.4,118460.74
2022-03-04,64.51,63.3,65.18,62.63,100570.6
2022-03-07,63.11,57.09,63.11,56.69,285159.08
2022-03-08,57.15,55.49,58.57,55.29,188745.25
2022-03-09,55.55,54.94,56.36,52.68,162457.27
2022-03-10,57.26,58.88,59.65,56.98,217794.28
2022-03-11,57.52,59.18,59.31,56.86,115179.52
2022-03-14,59.19,56.81,59.19,56.58,98018.09
2022-03-15,56.02,55.9,58.5,55.4,150456.29
2022-03-16,56.5,58.61,59.49,54.71,194968.37
2022-03-17,60.29,62.99,64.43,60.0,252224.11
2022-03-18,62.82,60.68,62.82,59.66,163853.85
2022-03-21,61.0,60.76,63.06,60.12,125385.15
2022-03-22,60.76,60.47,61.66,60.08,69967.98
2022-03-23,61.65,60.54,61.77,60.03,99813.39
2022-03-24,60.0,59.33,60.0,58.3,87368.73
2022-03-25,60.36,57.7,60.4,57.66,70544.99
2022-03-28,57.5,56.17,57.66,55.61,90281.72
2022-03-29,56.27,55.7,57.13,55.0,74372.78
2022-03-30,56.3,58.5,58.55,56.06,96511.04
2022-03-31,58.49,58.44,58.97,57.53,89730.7
2022-04-01,59.59,56.81,59.59,56.71,104460.0
2022-04-06,56.99,54.12,56.99,52.95,144788.0
2022-04-07,54.29,53.6,55.23,53.44,99961.0
2022-04-08,53.0,53.42,54.49,52.78,69777.0
2022-04-11,52.4,50.53,52.88,50.08,103797.0
2022-04-12,50.18,51.7,51.83,49.2,143598.0
2022-04-13,51.32,49.12,51.73,49.06,152755.0
2022-04-14,49.8,49.23,50.1,48.2,127145.0
2022-04-15,48.6,47.65,48.6,46.57,129316.0
2022-04-18,46.7,48.22,48.68,46.2,83096.0
2022-04-19,48.22,48.63,49.67,48.05,101104.0
2022-04-20,49.17,46.9,49.38,46.81,125430.0
2022-04-21,46.25,45.34,47.4,45.16,132255.0
2022-04-22,45.0,44.68,45.83,44.5,102777.0
2022-04-25,42.88,40.99,43.68,40.99,170868.0
2022-04-26,41.15,38.88,41.68,38.55,208750.0
2022-04-27,38.39,41.88,42.5,37.19,289065.0
2022-04-28,41.8,42.24,43.5,41.15,174404.0
2022-04-29,42.89,44.27,44.4,41.31,195862.0
2022-05-05,43.5,44.68,45.49,43.43,190871.0
2022-05-06,43.2,43.4,44.0,42.91,88193.0
2022-05-09,42.4,42.89,43.9,42.4,78529.0
2022-05-10,42.35,43.6,44.3,41.5,200492.0
2022-05-11,44.06,46.96,48.39,43.67,286092.0
2022-05-12,46.34,46.0,46.95,45.64,131088.0
2022-05-13,46.77,47.23,47.5,45.5,130167.0
2022-05-16,47.96,46.54,49.29,46.36,122880.0
2022-05-17,46.9,48.06,48.25,46.37,94483.0
2022-05-18,48.3,48.0,48.96,47.6,83303.0
2022-05-19,47.11,49.02,49.48,46.78,138377.0
2022-05-20,49.64,49.64,50.62,48.91,135743.0
2022-05-23,48.62,48.66,49.42,48.0,143657.0
2022-05-24,48.5,46.6,48.56,46.39,106467.0
2022-05-25,46.74,46.22,47.24,45.8,99884.0
2022-05-26,46.22,45.66,46.47,44.92,126487.0
2022-05-27,46.42,45.82,47.22,45.56,96270.0
2022-05-30,46.5,46.92,47.2,45.41,120403.0
2022-05-31,46.5,48.54,48.74,46.24,174177.0
2022-06-01,48.55,48.8,49.39,47.7,124879.0
2022-06-02,48.75,51.35,51.7,48.21,208450.0
2022-06-06,52.5,53.5,55.0,51.8,255110.0
2022-06-07,54.05,52.7,54.18,52.0,120579.0
2022-06-08,53.1,54.0,54.5,52.4,170747.0
2022-06-09,55.04,54.09,55.84,53.65,194352.0
2022-06-10,54.05,57.93,58.25,54.0,207192.0
2022-06-13,57.98,62.74,63.39,57.98,246909.0
2022-06-14,61.2,62.97,63.61,59.31,189075.0
2022-06-15,62.99,60.49,63.87,60.2,182322.0
2022-06-16,60.9,61.51,62.9,60.9,123137.0
2022-06-17,60.0,62.0,63.9,59.42,191378.0
2022-06-20,62.11,61.3,63.09,60.42,210387.0
2022-06-21,62.08,64.2,65.0,61.05,180169.0
2022-06-22,64.2,64.4,65.17,62.9,168620.0
2022-06-23,65.84,68.18,68.48,64.6,170572.0
2022-06-24,69.31,68.34,69.99,66.68,152163.0
2022-06-27,67.71,67.5,68.2,65.75,121059.0
2022-06-28,66.88,67.85,68.01,66.13,117439.0
2022-06-29,67.9,64.78,67.9,64.0,167080.0
2022-06-30,65.04,63.18,66.2,62.59,194351.0
2022-07-01,63.31,63.35,64.68,62.4,105802.0
