日期,开盘,收盘,最高,最低,成交量,MA5,MA10,MA20,MA30,MA60,MA120,MA250,SMA5,SMA10,SMA20,SMA30,SMA60,SMA120,SMA250,EMA12,EMA26,RSI6,RSI12,RSI24,DIF12-26-9,DEA12-26-9,MACD12-26-9,DIF12-26-12,DEA12-26-12,MACD12-26-12,BOLL_UPPER20-2,BOLL_MIDDLE20-2,BOLL_LOWER20-2,BOLL_UPPER26-2,BOLL_MIDDLE26-2,BOLL_LOWER26-2,K9-3-3,D9-3-3,J9-3-3,K10-3-3,D10-3-3,J10-3-3,ATR10,CCI,Williams_R10,BIAS5,BIAS10,BIAS20,BIAS30,BIAS60,BIAS120,BIAS250,PSY10
2025-04-17,72.2,70.51,83.8,70.36,127904.0,,,,,,,,,,,,,,,70.51,70.51,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,13.439999999999998,,,,,,,,,,
2025-04-18,67.0,67.33,74.33,66.0,81649.0,,,,,,,,,,,,,,,70.02076923076923,70.27444444444444,,,,-0.2536752136752085,-0.0507350427350417,-0.4058803418803336,-0.2536752136752085,-0.03902695595003208,-0.42929651545035286,,,,,,,,,,,,,12.510909090909088,,,,,,,,,,63.03459951263949
2025-04-21,68.0,63.18,68.01,62.8,72064.0,,,,,,,,,,,,,,,68.96834319526627,69.74893004115225,,,,-0.7805868458859777,-0.1967054033652289,-1.1677628850414976,-0.7805868458859777,-0.1531130928632545,-1.2549475060454465,,,,,,,,,,,,,11.183471074380163,,,,,,,,,,52.93099659054364
2025-04-22,62.39,63.17,65.48,61.98,53211.0,,,,,,,,,,,,,,,68.07629039599453,69.26160188995578,,,,-1.185311493961251,-0.39442662148443336,-1.5817697449536352,-1.185311493961251,-0.3119128468783309,-1.7467972941658403,,,,,,,,,,,,,9.78647633358377,,,,,,,,,,99.84183474994819
2025-04-23,64.55,61.21,65.33,61.0,53031.0,65.08,,,,,,,65.08,,,,,,,67.01993802738,68.66518693514423,,,,-1.6452489077642412,-0.644591078740395,-2.0013156580476923,-1.6452489077642412,-0.5170414716300094,-2.2564148722684636,,,,,,,,,,,,,8.794389727477629,,,-0.0594652735095267,,,,,,,72.96507379626021
2025-04-24,60.01,55.68,60.9,55.68,56692.0,62.114,,,,,,,62.114,,,,,,,65.27533217701384,67.70332123624466,0.0,,,-2.427989059230825,-1.001270674838481,-2.8534367687846878,-2.427989059230825,-0.811033408183981,-3.233911302093688,,,,,,,,,,,,,8.200864322481696,,,-0.10358373313584696,,,,,,,38.79434922996447
2025-04-25,55.0,55.0,56.6,54.7,35460.0,59.648,,,,,,,59.648,,,,,,,63.69451184208863,66.76233447800432,0.0,,,-3.0678226359156895,-1.4145810670539227,-3.3064831377235335,-3.0678226359156895,-1.1582317509119362,-3.8191817700075066,,,,,,,,,,,,,7.0552526274850225,,,-0.07792381974248933,,,,,,,88.43712769779908
2025-04-28,55.01,52.95,55.01,52.88,29308.0,57.602,,,,,,,57.602,,,,,,,62.04151002022884,65.73919859074473,0.0,,,-3.6976885705158935,-1.8712025677463169,-3.6529720055391532,-3.6976885705158935,-1.5489174154663912,-4.297542310099004,,,,,,,,,,,,,6.159752149760472,,,-0.08076108468455946,,,,,,,68.39632219729734
2025-04-29,51.5,51.66,52.56,51.31,27026.0,55.3,,,,,,,55.3,,,,,,,60.44435463250132,64.6962949914303,0.0,,,-4.251940358928984,-2.3473501259828504,-3.8091804658922666,-4.251940358928984,-1.9647670990760209,-4.574346519705926,,,,,,,1.0772545398584006,1.0772545398584006,1.0772545398584006,,,,5.337979031622203,,,-0.0658227848101266,,,,,,,78.14197326026235
2025-04-30,51.62,51.19,52.3,51.19,22500.0,53.29600000000001,59.188,,,,,,53.29600000000001,59.188,,,,,,59.02060776596266,63.6958286957688,0.0,,,-4.6752209298061445,-2.8129242867475095,-3.72459328611727,-4.6752209298061445,-2.3817599961114246,-4.58692186738944,,,,,,,0.7181696932389338,0.957559590985245,0.23938989774631114,0.0,0.0,0.0,4.569255571327258,,-100.0,-0.03951516061242886,-0.135128742312631,,,,,,91.26563443006032
2025-05-06,51.4,52.5,52.52,51.19,26966.0,52.660000000000004,57.387,,,,,,52.660000000000004,57.387,,,,,,58.017437340429936,62.86650805163778,11.562224183583425,,,-4.849070711207844,-3.2201535716395764,-3.257834279136535,-4.849070711207844,-2.761346259972412,-4.175448902470864,,,,,,,3.074895530728456,1.6633382375663153,5.898010117052737,1.8870642466148113,0.6290214155382704,4.403149908767894,3.98030001290412,,-94.33880726015556,-0.0030383592859856375,-0.08515865962674474,,,,,,128.748369742429
2025-05-07,52.51,52.6,53.04,51.5,28779.0,52.17999999999999,55.914,,,,,,52.17999999999999,55.914,,,,,,57.18398544190225,62.10602597373869,23.8983050847458,6.801736613603481,,-4.922040531836437,-3.560530963678949,-2.723019136314976,-4.922040531836437,-3.0937607633361086,-3.656559537000657,,,,,,,5.338943649830174,2.8885400416542684,10.239750866181986,4.052335339994502,1.770126057023681,8.616753905936143,3.536609101467007,,-91.61712247324611,0.008049060942890165,-0.05926959258861823,,,,,,101.92117164084442
2025-05-08,52.15,52.67,53.03,51.9,21680.0,52.124,54.863,,,,,,52.124,54.863,,,,,,56.489526143148055,61.40706108679508,27.97731568998114,7.115384615384627,,-4.917534943647027,-3.831931759672565,-2.1712063679489244,-4.917534943647027,-3.3743414064608657,-3.0863870743723227,,,,,,,7.048216087156948,4.275098723488496,12.594450814493854,6.1538545373697975,3.23136888380572,11.998825844497954,3.099043810291188,,-89.64310706787961,0.010475021103522357,-0.039972294624792626,,,,,,101.33879643824548
2025-05-09,52.49,53.31,53.45,51.62,30830.0,52.45399999999999,53.876999999999995,,,,,,52.45399999999999,53.876999999999995,,,,,,56.00036827497143,60.80727878406952,54.63917525773194,11.610076670317667,,-4.806910509098088,-4.0269275095576695,-1.5599659990808377,-4.806910509098088,-3.5947366530204388,-2.424347712155299,,,,,,,11.976531287764791,6.842242911580595,22.245108040133182,9.100212312984873,5.1876500268654375,16.925336885223743,2.8683085720564274,,-85.00707213578498,0.016319060510161455,-0.010523971267887839,,,,,,112.83754837993865
2025-05-12,55.81,63.2,63.97,55.1,93664.0,54.85600000000001,54.076,,,,,,54.85600000000001,54.076,,,,,,57.108003924975826,60.98451739265696,96.23397435897436,50.041666666666664,,-3.8765134676811357,-3.9968447011823627,0.24066246700245397,-3.8765134676811357,-3.6380869321990077,-0.476853070964256,,,,,,,39.30934115063298,17.664608991264725,82.5988054693695,37.39179516744637,15.922365073725748,80.33065535488761,4.28497974077344,,-6.025039123630641,0.1521073355694909,0.16872549744803614,,,,,,548.3829677728731
2025-05-13,60.89,62.81,62.99,58.72,70783.0,56.918000000000006,54.789,,,,,,56.918000000000006,54.789,,,,,,57.98523409036416,61.11973832653422,96.85483870967741,49.261689909762104,,-3.1345042361700592,-3.824376608179902,1.3797447440196855,-3.1345042361700592,-3.5606126712714774,0.8522168702028363,,,,,,,56.51399999504902,30.61440599252616,108.31318800009475,55.23563600625795,29.026788717903152,107.65333058296754,4.320437969723724,,-9.076682316118909,0.10351734073579527,0.14639799959845956,,,,,,93.99768357271134
2025-05-14,61.99,62.86,65.68,61.48,62991.0,58.970000000000006,55.575,,,,,,58.970000000000006,55.575,,,,,,58.735198076461984,61.24864659864279,96.49910233393177,53.67156208277702,,-2.513448522180809,-3.562190990980084,2.0974849375985496,-2.513448522180809,-3.3995104944882977,1.772123944614977,,,,,,,64.52210075584358,41.91697091363197,109.7323604402668,63.669858096649534,40.574478510818615,109.86061726831137,4.298540157046684,,-19.461697722567326,0.06596574529421728,0.1310841205578047,,,,,,100.79890928762116
2025-05-15,63.6,67.37,72.01,63.6,72454.0,61.910000000000004,57.016999999999996,,,,,,61.910000000000004,57.016999999999996,,,,,,60.063629141621675,61.702080183928516,97.49196141479099,77.24941724941725,,-1.6384510423068406,-3.1774430012454355,3.07798391787719,-1.6384510423068406,-3.1285782710757655,2.98025445753785,,,,,,,68.91931276774459,50.91775153166951,104.92243523989472,68.35115099494855,49.83336933886193,105.38671430712179,5.180623764856379,,-22.286263208453406,0.08819253755451463,0.18157742427697018,,,,,,199.9501373110575
2025-05-16,65.37,69.13,71.68,65.0,60331.0,65.074,58.763999999999996,,,,,,65.074,58.763999999999996,,,,,,61.45845542752603,62.25229646660048,97.73781902552204,81.35818908122502,,-0.7938410390744437,-2.7007226088112373,3.813763139473587,-0.7938410390744437,-2.7693879276909468,3.951093777233006,,,,,,,74.66859083651752,58.834697966618855,106.33637657631486,74.28981632132016,57.98551833301468,106.89841229793112,5.4532376257915836,,-13.832853025936643,0.06232904078433779,0.17640051732353143,,,,,,129.4196125436338
2025-05-19,70.6,69.01,71.5,66.0,41109.0,66.236,60.54599999999999,59.867,,,,,66.236,60.54599999999999,59.867,,,,,62.62023151559895,62.752867098704144,96.9497607655503,88.98058252427185,,-0.1326355831051913,-2.1871052036700283,4.108939241129674,-0.1326355831051913,-2.3637337208315996,4.462196275452817,73.48325823862976,59.867,46.25074176137024,,,,78.23672348633104,65.30203980652291,104.1060908459473,78.05680358020768,64.67594674874569,104.81851724313168,5.461739875647659,91.22605506603628,-14.409221902017286,0.04188054834229121,0.1397945363855583,0.15272186680475067,,,,,98.2776368945065
2025-05-20,68.66,69.42,70.94,65.0,46767.0,67.558,62.238,59.8125,,,,,67.558,62.238,59.8125,,,,,63.66634974396835,63.24672879509643,92.95580110497248,95.0304259634889,,0.41962094887191626,-1.6657599731616395,4.170761844067112,0.41962094887191626,-1.9355253101079817,4.710292517959796,73.25703537980942,59.8125,46.36796462019058,,,,81.25704730705542,70.62037564003376,102.53039064109873,81.16187360409751,70.17125570052963,103.14310941123327,5.548696261893538,94.9598626996761,-12.62798634812288,0.027561502708783485,0.11539573893762657,0.16062695924764894,,,,,106.10254944168906
2025-05-21,67.8,83.3,83.3,66.2,83428.0,71.646,65.308,60.611000000000004,,,,,71.646,65.308,60.611000000000004,,,,,66.68691132181937,64.73215629175596,99.4211287988423,98.46060971928767,,1.95475503006341,-0.9416569725166297,5.79282400516008,1.95475503006341,-1.337020642389306,6.583551344905432,77.41317141355624,60.611000000000004,43.80882858644377,,,,87.50469820470362,76.24848316159037,110.01712829093009,87.44124906939834,75.9279201568192,110.46790689455662,7.64893330518562,180.87004254151225,-0.0,0.16266086034112157,0.27549457953083833,0.3743379914536964,,,,,618.8763984722239
2025-05-22,78.0,74.59,79.84,73.89,59030.0,73.09,67.5,61.18150000000001,,,,,73.09,67.5,61.18150000000001,,,,,67.90277111846254,65.46236693681107,69.95576726777819,77.25141870219592,,2.4404041816514734,-0.2652447416830091,5.411297846668965,2.4404041816514734,-0.7558783617676477,6.392565086838243,79.08939214432094,61.18150000000001,43.273607855679074,,,,81.37429052890408,77.95708561736161,88.20870035198902,82.46293709003662,78.10625913455834,91.17629300099316,7.9691272496973244,146.90605239385735,-27.49368686868685,0.020522643316459158,0.10503703703703708,0.21915938641582824,,,,,33.14027115034982
2025-05-23,74.59,79.03,81.33,72.88,65207.0,75.07000000000001,70.072,61.9745,,,,,75.07000000000001,70.072,61.9745,,,,,69.61465248485293,66.46737679334358,69.88403819918146,79.4517494985514,56.493902439024396,3.14727569150935,0.4172593449554628,5.460032693107774,3.14727569150935,-0.15539312280195566,6.605337628622611,81.57754860823545,61.9745,42.371451391764545,,,,81.7922446759008,79.23547197020801,86.90579008728639,83.26134340281402,79.82462055731024,90.13478909382158,8.056558658843265,141.08900231598562,-15.141843971631195,0.05275076595177825,0.1278399360657609,0.2752018975546395,,,,,178.28456588197946
2025-05-26,79.99,81.01,88.28,77.73,61302.0,77.47,71.853,62.9645,,,,,77.47,71.853,62.9645,,,,,71.36778287179862,67.5446081419848,70.10832769126611,80.29072253099616,57.76857058301273,3.8231747298138288,1.098442421927136,5.449464615773385,3.8231747298138288,0.4566942391389343,6.732960981349789,84.32600741280606,62.9645,41.60299258719394,,,,78.81920789338662,79.09671727793422,78.26418912429142,80.64288026583633,80.0973737934856,81.73389321053779,8.509911629962671,151.00422836355366,-24.594046008119065,0.04569510778365827,0.12744074708084577,0.2865980036369701,,,,,128.0756304402351
