日期,开盘,最高,最低,收盘,成交量,成交额,换手率,涨跌幅,MA5,MA10,MA20,MA30,MA60,MA120,MA250,SMA5,SMA10,SMA20,SMA30,SMA60,SMA120,SMA250,EMA12,EMA26,RSI6,RSI12,RSI24,DIF12-26-9,DEA12-26-9,MACD12-26-9,DIF12-26-12,DEA12-26-12,MACD12-26-12,BOLL_UPPER20-2,BOLL_MIDDLE20-2,BOLL_LOWER20-2,K9-3-3,D9-3-3,J9-3-3,K10-3-3,D10-3-3,J10-3-3,ATR10,CCI,Williams_R10,BIAS5,BIAS10,BIAS20,BIAS30,BIAS60,BIAS120,BIAS250,PSY10
2022-07-01,31.85,38.22,31.85,38.22,386332,14718550.04,1.9317,44.009,,,,,,,,,,,,,,,38.22,38.22,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6.369999999999997,,,,,,,,,,
2022-07-04,42.04,42.04,42.04,42.04,73951,3108900.04,0.3698,9.9948,,,,,,,,,,,,,,,38.80769230769231,38.50296296296296,,,,0.30472934472934554,0.06094586894586911,0.48756695156695284,0.30472934472934554,0.046881437650668545,0.515695814157354,,,,,,,,,,5.906363636363634,,,,,,,,,,259.2508842629936
2022-07-05,46.24,46.24,46.24,46.24,64300,2973232.0,0.3215,9.9905,,,,,,,,,,,,,,,39.95112426035503,39.076076817558295,,,,0.8750474427967347,0.22376618371604223,1.302562518161385,0.8750474427967347,0.1742915922885249,1.4015117010164198,,,,,,,,,,5.596115702479337,,,,,,,,,,259.1499805394149
2022-07-06,50.86,50.86,50.86,50.86,116136,5906676.96,0.5807,9.9913,,,,,,,,,,,,,,,41.629412835685024,39.94896001625768,,,,1.6804528194273445,0.5151035108583027,2.3306986171380837,1.6804528194273445,0.4060087041560356,2.5488882305426177,,,,,,,,,,5.418640120210366,,,,,,,,,,259.1703434646749
2022-07-07,55.95,55.95,55.95,55.95,300293,16801393.35,1.5015,10.0079,46.662,,,,,,,46.662,,,,,,,43.83258009173348,41.13422223727563,,,,2.6983578544578535,0.9517543795782129,3.4932069497592813,2.6983578544578535,0.7586778042024691,3.8793601005107687,,,,,,,,,,5.358887371081209,,,0.19904847627619912,,,,,,,259.5597518282435
2022-07-08,61.55,61.55,61.55,61.55,316894,19504825.7,1.5845,10.0089,51.327999999999996,,,,,,,51.327999999999996,,,,,,,46.55833700069756,42.64650207155151,100.0,,,3.9118349291460532,1.5437704894917812,4.736128879308544,3.9118349291460532,1.2437789003476358,5.336112057596835,,,,,,,,,,5.402726030884624,,,0.1991505610972569,,,,,,,259.58504224867863
2022-07-11,67.69,67.69,55.4,55.4,12220961,744439996.69,61.1048,-9.9919,54.0,,,,,,,54.0,,,,,,,47.91859284674409,43.59120562180695,79.13839891451832,,,4.327387224937141,2.100493836580853,4.453786776712575,4.327387224937141,1.7181801810537136,5.218414087766854,,,,,,,,,,6.654957661632873,,,0.0259259259259259,,,,,,,34.89932880991474
2022-07-12,49.86,50.75,49.86,49.86,3904562,195151274.81,19.5228,-10.0,54.724000000000004,,,,,,,54.724000000000004,,,,,,,48.217270870321926,44.055560760932366,62.532051282051285,,,4.16171010938956,2.512737091142595,3.29794603649393,4.16171010938956,2.0941078623361515,4.135204494106817,,,,,,,,,,6.452238086790532,,,-0.08888239163803822,,,,,,,34.86784401000001
2022-07-13,47.0,48.18,45.13,45.17,6916736,319656453.14,34.5837,-9.4063,53.586,,,,,,,53.586,,,,,,,47.74845996719547,44.138111815678116,48.31177027453455,,,3.610348151517357,2.7322593032175475,1.756177696599619,3.610348151517357,2.3273755991332603,2.5659451047681934,,,,37.16517857142858,37.16517857142858,37.16517857142857,,,,6.139103889192252,,,-0.15705594744896048,,,,,,,37.23729830957433
2022-07-14,45.02,46.2,45.02,45.6,4026097,183801714.42,20.1305,0.952,51.516,49.089,,,,,,51.516,49.089,,,,,,47.41792766455002,44.246399829331594,40.43636363636364,,,3.171527835218427,2.8201130096177236,0.702829651201407,3.171527835218427,2.457245173915594,1.4285653226056665,,,,29.403166481017365,34.57784120795817,19.05381702713575,38.36495535714286,38.36495535714286,38.36495535714286,5.237448636611842,,-61.63504464285714,-0.11483810854880032,-0.0710749862494652,,,,,,109.93792128445034
