基金代码,拼音缩写,基金简称,基金类型,拼音全称
005538,ZHXQHLHPZHHC,中航新起航灵活配置混合C,混合型-灵活,ZHONGHANGXINQIHANGLINGHUOPEIZHIHUNHEC
