日期,开盘,收盘,最高,最低,成交量,MA5,MA10,MA20,MA30,MA60,MA120,MA250,SMA5,SMA10,SMA20,SMA30,SMA60,SMA120,SMA250,EMA12,EMA26,RSI6,RSI12,RSI24,DIF12-26-9,DEA12-26-9,MACD12-26-9,DIF12-26-12,DEA12-26-12,MACD12-26-12,BOLL_UPPER20-2,BOLL_MIDDLE20-2,BOLL_LOWER20-2,BOLL_UPPER26-2,BOLL_MIDDLE26-2,BOLL_LOWER26-2,K9-3-3,D9-3-3,J9-3-3,K10-3-3,D10-3-3,J10-3-3,ATR10,CCI,Williams_R10,BIAS5,BIAS10,BIAS20,BIAS30,BIAS60,BIAS120,BIAS250,PSY10
2019-01-02,29.28,28.92,29.72,28.88,59395.62,,,,,,,,,,,,,,,28.92,28.92,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.8399999999999999,,,,,,,,,,
2019-01-03,29.1,27.6,29.1,26.73,89067.28,,,,,,,,,,,,,,,28.716923076923077,28.822222222222223,,,,-0.10529914529914564,-0.02105982905982913,-0.168478632478633,-0.10529914529914564,-0.016199868507560868,-0.17819855358316955,,,,,,,,,,,,,1.1181818181818182,,,,,,,,,,62.67696152436223
2019-01-04,27.15,26.7,27.54,25.95,166986.56,,,,,,,,,,,,,,,28.40662721893491,28.66502057613169,,,,-0.2583933571967769,-0.0685265346872187,-0.37973364501911644,-0.2583933571967769,-0.05346040522897873,-0.4098659039355964,,,,,,,,,,,,,1.2148760330578514,,,,,,,,,,71.78303112520845
2019-01-07,26.9,27.65,27.68,26.27,132238.41,,,,,,,,,,,,,,,28.290223031406462,28.5898338667886,,,,-0.2996108353821363,-0.11474339482620222,-0.36973488111186814,-0.2996108353821363,-0.09132970217561835,-0.41656226641303584,,,,,,,,,,,,,1.2503531179564238,,,,,,,,,,141.85307113604978
2019-01-08,27.55,28.7,28.88,27.31,130479.46,27.913999999999998,,,,,,,27.913999999999998,,,,,,,28.35326564195931,28.597994321100554,,,,-0.24472867914124308,-0.1407404516892104,-0.20797645490406536,-0.24472867914124308,-0.11492954478571446,-0.25959826871105723,,,,,,,,,,,,,1.3084707328734377,,,0.028157913591746127,,,,,,,145.1669027566288
2019-01-09,28.2,27.5,28.9,26.1,223571.81,27.630000000000003,,,,,,,27.630000000000003,,,,,,,28.2219940047348,28.51666140842644,36.900369003690024,,,-0.2946674036916406,-0.17152584208969646,-0.24628312320388823,-0.2946674036916406,-0.14258152307893385,-0.30417176122541345,,,,,,,,,,,,,1.579657872350994,,,-0.004705030763662778,,,,,,,65.23910147555144
2019-01-10,27.04,27.45,27.86,27.04,92097.35,27.6,,,,,,,27.6,,,,,,,28.103225696314063,28.437649452246703,36.56307129798901,,,-0.3344237559326402,-0.2041054248582852,-0.26063666214870995,-0.3344237559326402,-0.1720957127487348,-0.32465608636781074,,,,,,,,,,,,,1.4415382591962678,,,-0.005434782608695729,,,,,,,98.19662231764771
2019-01-11,27.47,27.12,27.67,26.62,98893.05,27.684000000000005,,,,,,,27.684000000000005,,,,,,,27.95196020457344,28.34004578911732,44.64285714285713,,,-0.3880855845438802,-0.2409014567954042,-0.294368255496952,-0.3880855845438802,-0.2053249237941418,-0.3655213214994768,,,,,,,,,,,,,1.3703494847969464,,,-0.02037277850021686,,,,,,,88.60808773668057
2019-01-14,27.25,26.86,27.65,26.7,81764.94,27.526,,,,,,,27.526,,,,,,,27.783966326946754,28.23041276770122,52.08333333333333,,,-0.4464464407544675,-0.2820104535872169,-0.3288719743345012,-0.4464464407544675,-0.24242054178803807,-0.40805179793285884,,,,,,,24.137931034482765,24.137931034482765,24.13793103448277,,,,1.2939223057429559,,,-0.024195306255903524,,,,,,,90.81618024083049
2019-01-15,26.9,27.97,28.25,26.9,104742.75,27.380000000000003,27.647000000000002,,,,,,27.380000000000003,27.647000000000002,,,,,,27.812586892031867,28.211122933056686,54.00000000000001,,,-0.3985360410248191,-0.30531557107473734,-0.18644093990016353,-0.3985360410248191,-0.26643831090138903,-0.26419546024686014,,,,,,,37.46761539864987,28.581159155871802,55.240527884206,53.580901856763916,53.580901856763916,53.580901856763916,1.3113909774260548,,-46.419098143236084,0.02154857560262952,0.011683003580858567,,,,,,149.92172839053023
2019-01-16,27.99,27.92,28.58,27.8,77924.13,27.464,27.546999999999997,,,,,,27.464,27.546999999999997,,,,,,27.829111985565426,28.189558271348783,37.00000000000002,,,-0.36044628578335747,-0.3163417140164614,-0.08820914353379217,-0.36044628578335747,-0.2809010762678457,-0.1590904190310235,,,,,,,47.23829727141633,34.80020519438665,72.11448142547567,56.56716208440347,54.57632193264377,60.548842387922875,1.2147744360758626,,-37.46031746031743,0.016603553743081964,0.013540494427705546,,,,,,98.22668234802705
