日期,开盘,收盘,最高,最低,成交量
2022-01-04,293.0,266.01,293.0,263.77,1175035.0
2022-01-05,264.47,248.5,265.0,248.5,1096678.0
2022-01-06,247.0,247.0,251.35,241.72,653341.0
2022-01-07,251.0,243.4,251.0,238.35,395062.0
2022-01-10,243.63,258.0,259.5,240.01,734155.0
2022-01-11,254.77,260.5,274.58,254.77,945281.0
2022-01-12,260.07,283.4,284.49,260.07,991166.0
2022-01-13,288.8,282.87,302.8,278.31,979059.0
2022-01-14,282.36,283.8,287.0,276.01,472114.0
2022-01-17,278.02,288.13,291.82,278.02,348649.0
2022-01-18,283.23,286.09,296.0,282.01,364308.0
2022-01-19,287.99,278.56,289.36,275.35,429636.0
2022-01-20,277.11,267.8,281.66,266.0,501237.0
2022-01-21,264.3,254.9,269.51,253.51,565462.0
2022-01-24,254.9,263.84,269.25,250.78,487900.0
2022-01-25,264.28,262.0,272.98,258.79,455429.0
2022-01-26,261.59,260.71,267.9,254.03,314653.0
2022-01-27,262.66,251.5,270.0,250.55,527984.0
2022-01-28,253.7,234.5,253.7,231.22,755896.0
2022-02-07,243.5,243.58,249.72,236.55,376250.0
2022-02-08,241.44,227.92,246.0,224.04,496577.0
2022-02-09,230.0,219.7,230.2,211.11,727371.0
2022-02-10,217.19,211.21,223.86,207.01,771511.0
2022-02-11,209.83,206.0,213.14,204.54,631001.0
2022-02-14,205.66,204.8,209.1,200.3,413821.0
2022-02-15,204.78,220.0,222.88,204.67,586710.0
2022-02-16,221.35,215.6,228.0,214.44,451624.0
2022-02-17,215.64,220.35,225.55,215.05,459980.0
2022-02-18,222.89,213.88,224.65,212.18,438050.0
2022-02-21,213.66,212.5,216.9,211.09,303115.0
2022-02-22,212.0,212.38,212.45,204.0,631029.0
2022-02-23,213.0,226.0,227.6,212.45,539074.0
2022-02-24,223.0,219.37,228.5,217.0,519244.0
2022-02-25,223.5,225.05,232.96,222.06,569817.0
2022-02-28,229.6,220.0,229.8,218.99,467867.0
2022-03-01,224.4,217.41,224.4,215.89,261618.0
2022-03-02,216.15,218.85,219.5,213.78,289977.0
2022-03-03,221.35,209.0,221.35,205.66,554203.0
2022-03-04,206.79,201.19,209.9,201.01,446894.0
2022-03-07,200.96,186.0,204.08,185.0,765419.0
2022-03-08,189.16,176.85,190.0,175.0,881716.0
2022-03-09,178.4,174.31,178.6,165.17,926744.0
2022-03-10,180.7,178.99,186.66,177.03,992070.0
2022-03-11,176.0,180.0,180.79,172.2,535586.0
2022-03-14,178.9,176.64,179.49,172.2,505931.0
2022-03-15,174.47,171.89,183.49,170.93,691287.0
2022-03-16,176.77,177.58,180.0,164.21,1076289.0
2022-03-17,181.24,192.49,197.5,180.66,1209383.0
2022-03-18,190.0,187.5,190.05,183.05,786894.0
2022-03-21,188.2,201.26,204.5,187.6,891411.0
2022-03-22,201.0,204.59,209.0,198.01,648894.0
2022-03-23,205.88,204.95,209.0,200.64,336398.0
2022-03-24,203.83,204.78,207.87,198.6,375594.0
2022-03-25,204.78,195.42,207.61,194.61,655295.0
2022-03-28,190.13,186.9,194.5,184.3,628233.0
2022-03-29,187.0,181.45,189.79,179.33,398739.0
2022-03-30,182.66,193.17,194.6,182.66,505686.0
