序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
529,600519,贵州茅台,1413.64,1.55,21.64,33608.0,4738808558.0,1.84,1417.62,1392.0,1392.48,1392.0,1.17,0.27,20.54,6.89,1770259266733.0,1770259266733.0,-0.03,0.0,2.66,2.65
