日期,开盘,收盘,最高,最低,成交量,MA5,MA10,MA20,MA30,MA60,MA120,MA250,SMA5,SMA10,SMA20,SMA30,SMA60,SMA120,SMA250,EMA12,EMA26,RSI6,RSI12,RSI24,DIF12-26-9,DEA12-26-9,MACD12-26-9,DIF12-26-12,DEA12-26-12,MACD12-26-12,BOLL_UPPER20-2,BOLL_MIDDLE20-2,BOLL_LOWER20-2,K9-3-3,D9-3-3,J9-3-3,K10-3-3,D10-3-3,J10-3-3,ATR10,CCI,Williams_R10,BIAS5,BIAS10,BIAS20,BIAS30,BIAS60,BIAS120,BIAS250,PSY10
2019-01-02,16.7,15.94,16.81,15.84,36909.5,,,,,,,,,,,,,,,15.94,15.94,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.9699999999999989,,,,,,,,,,
2019-01-03,15.89,15.36,15.9,15.2,39040.02,,,,,,,,,,,,,,,15.85076923076923,15.897037037037038,,,,-0.046267806267808353,-0.00925356125356167,-0.07402849002849336,-0.046267806267808353,-0.007118124041201285,-0.07829936445321414,,,,,,,,,,0.9281818181818173,,,,,,,,,,69.02858744302036
2019-01-04,15.3,15.9,15.95,15.11,21273.05,,,,,,,,,,,,,,,15.85834319526627,15.897256515775034,,,,-0.038913320508763505,-0.015185513104602038,-0.04745561480832293,-0.038913320508763505,-0.01200969272851855,-0.05380725556048991,,,,,,,,,,0.9121487603305778,,,,,,,,,,141.27297350077595
2019-01-07,15.9,15.9,16.08,15.76,31201.97,,,,,,,,,,,,,,,15.864751934456075,15.897459736828734,,,,-0.032707802372659245,-0.01868997095821348,-0.028035662828891528,-0.032707802372659245,-0.015194017289155579,-0.03502757016700733,,,,,,,,,,0.8044853493613815,,,,,,,,,,100.0
2019-01-08,15.9,16.41,16.58,15.89,32109.45,15.901999999999997,,,,,,,15.901999999999997,,,,,,,15.948636252232063,15.935425682248828,,,,0.013210569983234777,-0.012309862769923829,0.051040865506317215,0.013210569983234777,-0.01082408078571091,0.04806930153789137,,,,,,,,,,0.7836698312956754,,,0.03194566721167166,,,,,,,137.12434538749545
2019-01-09,16.41,16.48,16.78,16.41,26018.86,16.009999999999998,,,,,,,16.009999999999998,,,,,,,16.030384521119437,15.975764520600768,65.88235294117649,,,0.05462000051866944,0.001076109887794826,0.10708778126174923,0.05462000051866944,-0.0007557605850370096,0.11075152220741291,,,,,,,,,,0.7084571346964618,,,0.029356652092442377,,,,,,,104.34851263263754
2019-01-10,16.48,16.48,16.61,16.23,22234.18,16.234,,,,,,,16.234,,,,,,,16.099556133254907,16.01311529685256,65.88235294117649,,,0.08644083640234612,0.018149055190705084,0.13658356242328207,0.08644083640234612,0.012659100489945011,0.14756347182480223,,,,,,,,,,0.6487376556607412,,,0.015153381791302122,,,,,,,100.0
2019-01-11,16.47,16.61,16.7,16.3,13032.61,16.375999999999998,,,,,,,16.375999999999998,,,,,,,16.178085958908,16.057328978567188,100.0,,,0.12075698034081128,0.038670640220726325,0.1641726802401699,0.12075698034081128,0.02928954354392444,0.1829348735937737,,,,,,,,,,0.6035126273587879,,,0.014289203712750475,,,,,,,108.17433919511798
2019-01-14,16.76,16.0,16.76,16.0,16814.66,16.396,,,,,,,16.396,,,,,,,16.150688119076,16.053082387562213,53.78787878787878,,,0.09760573151378793,0.05045765847933865,0.09429614606889856,0.09760573151378793,0.03979972630851883,0.1156120104105382,,,,52.352941176470644,52.352941176470644,52.35294117647065,,,,0.6319648769299175,,,-0.02415223225176877,,,,,,,68.78654590665678
2019-01-15,16.16,16.5,16.65,15.91,32056.34,16.413999999999998,16.157999999999998,,,,,,16.413999999999998,16.157999999999998,,,,,,16.204428408448926,16.08618739589094,66.4835164835165,,,0.1182410125579878,0.06401432929506848,0.10845336652583865,0.1182410125579878,0.051867616500744826,0.13274679211448595,,,,62.64647176235766,55.784118038432986,76.37117921020702,81.76470588235301,81.76470588235301,81.76470588235301,0.6516076265790232,,-18.23529411764699,0.005239429755087248,0.021165985889342886,,,,,,136.03154027780997
2019-01-16,16.5,16.23,16.51,16.16,13987.0,16.364,16.187,,,,,,16.364,16.187,,,,,,16.208362499456783,16.0968401813805,44.30379746835443,,,0.11152231807628255,0.0735159270513113,0.0760127820499425,0.11152231807628255,0.061045262896981395,0.1009541103586023,,,,64.11960392939613,58.56261333542071,75.23358511734699,76.86509334272637,80.13150170247746,70.33227662322417,0.5967698762919283,,-32.93413173652696,-0.008188706917624073,0.0026564527089639376,,,,,,84.79021883240478
2019-01-17,16.1,15.97,16.19,15.7,23058.88,16.262,16.247999999999998,,,,,,16.262,16.247999999999998,,,,,,16.1716913456942,16.08744461238935,35.593220338983045,50.432276657060534,,0.08424673330484822,0.07566208830201869,0.01716929000565906,0.08424673330484822,0.06461471988280706,0.03926402684408231,,,,51.07973595293079,56.06832087459074,41.102566109610905,68.40906422449224,76.22402254314906,52.77914758717861,0.5846298987843052,,-48.50299401197603,-0.017955970975279782,-0.017109798129000306,,,,,,85.08714724652523
2019-01-18,15.81,15.85,16.0,15.36,49276.72,16.11,16.243000000000002,,,,,,16.11,16.243000000000002,,,,,,16.122200369433553,16.069856122582735,33.3333333333333,48.74651810584959,,0.05234424685081862,0.07099852001177868,-0.03730854632192013,0.05234424685081862,0.06272695480096269,-0.02076541590028813,,,,45.555504719794236,52.56404882299191,31.538416513398886,57.10839023416853,69.85214510682222,31.62088048886116,0.5946971899144315,,-65.4929577464789,-0.016139044072004952,-0.024195037862463978,,,,,,92.73496324082944
2019-01-21,15.76,15.64,15.85,15.59,34241.69,16.038,16.217000000000002,,,,,,16.038,16.217000000000002,,,,,,16.048015697213007,16.03801492831735,25.380710659898497,54.347826086956545,,0.010000768895658041,0.05879896978855456,-0.09759640178579304,0.010000768895658041,0.054615233892454276,-0.08922892999359247,,,,36.94310643291449,47.35706802629944,16.115183246144596,44.64503010916402,61.449773440936156,11.035543445619737,0.5338431553845349,,-80.28169014084501,-0.02481606185309887,-0.03557994696922992,,,,,,87.51345333342177
