日期,开盘,最高,最低,收盘,成交量,成交额,换手率,涨跌幅,MA5,MA10,MA20,MA30,MA60,MA120,MA250,SMA5,SMA10,SMA20,SMA30,SMA60,SMA120,SMA250,EMA12,EMA26,RSI6,RSI12,RSI24,DIF12-26-9,DEA12-26-9,MACD12-26-9,DIF12-26-12,DEA12-26-12,MACD12-26-12,BOLL_UPPER20-2,BOLL_MIDDLE20-2,BOLL_LOWER20-2,K9-3-3,D9-3-3,J9-3-3,K10-3-3,D10-3-3,J10-3-3,ATR10,CCI,Williams_R10,BIAS5,BIAS10,BIAS20,BIAS30,BIAS60,BIAS120,BIAS250,PSY10
2019-01-02,5.84,5.86,5.75,5.77,6416873,37324176.0,0.269277,-0.85911,,,,,,,,,,,,,,,5.77,5.77,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.11000000000000032,,,,,,,,,,
2019-01-03,5.79,5.89,5.77,5.86,7818428,45711837.0,0.328092,1.559795,,,,,,,,,,,,,,,5.783846153846154,5.776666666666666,,,,0.007179487179487687,0.0014358974358975375,0.0114871794871803,0.007179487179487687,0.001104536489151952,0.01214990138067147,,,,,,,,,,0.1118181818181821,,,,,,,,,,116.73955369234335
2019-01-04,5.8,6.03,5.79,6.02,12069997,71675842.0,0.506504,2.730373,,,,,,,,,,,,,,,5.820177514792899,5.794691358024691,,,,0.02548615676820809,0.006245949302359648,0.038480414931696884,0.02548615676820809,0.004855554993622127,0.041261203549171926,,,,,,,,,,0.135123966942149,,,,,,,,,,130.9148017508971
2019-01-07,6.05,6.11,5.99,6.09,13191452,79864384.0,0.553565,1.162794,,,,,,,,,,,,,,,5.861688666363222,5.8165660722450845,,,,0.045122594118137904,0.0140212782655153,0.062202631705245204,0.045122594118137904,0.011050484089701478,0.06814422005687285,,,,,,,,,,0.1323741547708492,,,,,,,,,,112.2555995486718
2019-01-08,6.05,6.09,6.02,6.03,8776526,53089032.0,0.368297,-0.985221,5.954,,,,,,,5.954,,,,,,,5.8875827176919575,5.8323759928195225,,,,0.05520672487243505,0.022258367586899253,0.0658967145710716,0.05520672487243505,0.01784375190242972,0.07472594594001067,,,,,,,,,,0.12103339935796759,,,0.01276452804837093,,,,,,,90.57330077276787
2019-01-09,6.03,6.13,6.02,6.03,12585773,76622643.0,0.528148,0.0,6.006,,,,,,,6.006,,,,,,,5.909493068816271,5.847014808166224,84.21052631578956,,,0.06247826065004691,0.030302346199528783,0.06435182890103626,0.06247826065004691,0.024710599402063133,0.07553532249596756,,,,,,,,,,0.11902732674742808,,,0.0039960039960039995,,,,,,,100.0
2019-01-10,6.03,6.08,5.97,5.99,9018286,54306775.0,0.378443,-0.663357,6.032,,,,,,,6.032,,,,,,,5.921878750536845,5.857606303857615,76.19047619047626,,,0.06427244667922949,0.037096366295468926,0.05435216076752113,0.06427244667922949,0.03079703744470411,0.06695081846905077,,,,,,,,,,0.11738599461153212,,,-0.00696286472148538,,,,,,,93.56105331888784
2019-01-11,5.98,6.07,5.98,6.06,8889966,53699984.0,0.373058,1.168617,6.040000000000001,,,,,,,6.040000000000001,,,,,,,5.943128173531177,5.872598429497792,75.0,,,0.07052974403338474,0.04378304184305209,0.05349340438066531,0.07052974403338474,0.03690976153527036,0.06723996499622877,,,,,,,,,,0.11240672286398079,,,0.0033112582781454772,,,,,,,112.32023870824841
2019-01-14,6.05,6.11,6.05,6.07,9164516,55731514.0,0.384579,0.16502,6.036,,,,,,,6.036,,,,,,,5.962646916064841,5.887220768053512,60.00000000000014,,,0.07542614801132963,0.0501116630767076,0.05062896986924406,0.07542614801132963,0.0428353594546641,0.06518157711333106,,,,84.21052631578956,84.21052631578956,84.21052631578956,,,,0.10287822779780256,,,0.005632869449966982,,,,,,,101.66247279481738
2019-01-15,6.06,6.11,6.03,6.1,9911684,60253351.0,0.415933,0.494229,6.05,6.002,,,,,,6.05,6.002,,,,,,5.983778159747174,5.90298219264214,52.380952380952344,,,0.08079596710503356,0.056248523882372795,0.049094886445321534,0.08079596710503356,0.048675452939336325,0.06424102833139447,,,,86.69590643274859,85.03898635477591,90.00974658869393,92.10526315789467,92.10526315789467,92.10526315789465,0.09871855001638392,,-7.89473684210533,0.008264462809917326,0.016327890703098945,,,,,,105.05372091333047
