日期,开盘,收盘,最高,最低,成交量,MA5,MA10,MA20,MA30,MA60,MA120,MA250,SMA5,SMA10,SMA20,SMA30,SMA60,SMA120,SMA250,EMA12,EMA26,RSI6,RSI12,RSI24,DIF12-26-9,DEA12-26-9,MACD12-26-9,DIF12-26-12,DEA12-26-12,MACD12-26-12,BOLL_UPPER20-2,BOLL_MIDDLE20-2,BOLL_LOWER20-2,BOLL_UPPER26-2,BOLL_MIDDLE26-2,BOLL_LOWER26-2,K9-3-3,D9-3-3,J9-3-3,K10-3-3,D10-3-3,J10-3-3,ATR10,CCI,Williams_R10,BIAS5,BIAS10,BIAS20,BIAS30,BIAS60,BIAS120,BIAS250,PSY10
2022-04-21,122.19,123.29,133.0,119.88,46192.0,,,,,,,,,,,,,,,123.29,123.29,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,13.120000000000005,,,,,,,,,,
2022-04-22,120.09,116.5,127.5,112.35,37952.0,,,,,,,,,,,,,,,122.24538461538462,122.78703703703705,,,,-0.5416524216524294,-0.1083304843304859,-0.8666438746438871,-0.5416524216524294,-0.08333114179268146,-0.9166425597194959,,,,,,,,,,,,,13.489090909090914,,,,,,,,,,56.75194206814208
2022-04-25,112.51,102.97,112.69,102.5,28565.0,,,,,,,,,,,,,,,119.27994082840237,121.3191083676269,,,,-2.039167539224522,-0.4944978953092931,-3.0893392878304575,-2.039167539224522,-0.3842290490898877,-3.3098769802692685,,,,,,,,,,,,,13.581983471074382,,,,,,,,,,29.096977203603984
2022-04-26,103.0,98.2,106.88,97.0,22821.0,,,,,,,,,,,,,,,116.03687300864816,119.60658182187676,,,,-3.5697088132286012,-1.1095400788931549,-4.920337468670892,-3.5697088132286012,-0.8743028589573821,-5.390811908542438,,,,,,,,,,,,,12.908895567242674,,,,,,,,,,62.231139088543266
2022-04-27,98.5,104.15,106.13,94.0,25733.0,109.022,,,,,,,109.022,,,,,,,114.20812331500998,118.46164983507107,,,,-4.253526520061087,-1.7383373671267413,-5.030378305868691,-4.253526520061087,-1.3941834222041058,-5.718686195713961,,,,,,,,,,,,,12.767278191380369,,,-0.04468822806406046,,,,,,,180.08513466817013
2022-04-28,101.8,95.45,101.8,95.44,24244.0,103.454,,,,,,,103.454,,,,,,,111.32225818962384,116.75708318062136,14.972320080523403,,,-5.434824990997527,-2.477634891900898,-5.914380198193257,-5.434824990997527,-2.015820586633863,-6.838008808727327,,,,,,,,,,,,,12.02959124749303,,,-0.07736771898621601,,,,,,,41.79906666261497
2022-04-29,96.69,98.7,100.18,95.25,18756.0,99.894,,,,,,,99.894,,,,,,,109.38037231429709,115.4195214635383,21.400325657129557,,,-6.0391491492412115,-3.189937743368961,-5.698422811744501,-6.0391491492412115,-2.6347942116503784,-6.808709875181666,,,,,,,,,,,,,10.738756475221571,,,-0.011952669830019847,,,,,,,139.76943171982634
2022-05-05,98.0,99.89,101.15,96.0,17241.0,99.278,,,,,,,99.278,,,,,,,107.92031503517447,114.26918654031324,27.788178657395022,,,-6.348871505138774,-3.8217244957229237,-5.054294018831701,-6.348871505138774,-3.206190718340901,-6.285361573595747,,,,,,,,,,,,,9.722618934272194,,,0.006164507745925529,,,,,,,112.73236149028006
2022-05-06,98.0,100.04,104.58,97.0,16387.0,99.646,,,,,,,99.646,,,,,,,106.70795887591686,113.21517272251226,43.89837567680135,,,-6.5072138465954055,-4.358822365897421,-4.296782961395969,-6.5072138465954055,-3.7140404303800554,-5.5863468324307,,,,,,,15.487179487179503,15.487179487179503,15.487179487179503,,,,9.333051855313613,,,0.003953997149910738,,,,,,,101.51183986972532
2022-05-09,103.0,102.04,103.9,101.13,13406.0,99.224,104.123,,,,,,99.224,104.123,,,,,,105.98981135654503,112.38738215047431,59.03954802259888,,,-6.397570793929276,-4.766572051503792,-3.2619974848509674,-6.397570793929276,-4.126891255541474,-4.5413590767756045,,,,,,,18.32478632478634,16.433048433048448,22.108262108262124,20.61538461538463,20.61538461538463,20.615384615384635,8.337951517983864,,-79.38461538461536,0.028380230589373563,-0.02000518617404414,,,,,,121.88988541885479
