日期,开盘,收盘,最高,最低,成交量
2022-04-21,122.19,123.29,133.0,119.88,46192.0
2022-04-22,120.09,116.5,127.5,112.35,37952.0
2022-04-25,112.51,102.97,112.69,102.5,28565.0
2022-04-26,103.0,98.2,106.88,97.0,22821.0
2022-04-27,98.5,104.15,106.13,94.0,25733.0
2022-04-28,101.8,95.45,101.8,95.44,24244.0
2022-04-29,96.69,98.7,100.18,95.25,18756.0
2022-05-05,98.0,99.89,101.15,96.0,17241.0
2022-05-06,98.0,100.04,104.58,97.0,16387.0
2022-05-09,103.0,102.04,103.9,101.13,13406.0
2022-05-10,100.18,108.0,108.0,99.92,18603.0
2022-05-11,107.95,108.5,114.93,106.6,23642.0
2022-05-12,109.0,107.36,110.48,105.81,13984.0
2022-05-13,108.18,106.0,108.4,104.22,11551.0
2022-05-16,105.6,102.71,107.29,102.0,12131.0
2022-05-17,102.31,104.0,104.43,101.23,9562.0
2022-05-18,104.05,104.42,105.3,103.05,8091.0
2022-05-19,102.6,107.0,107.68,102.02,9308.0
2022-05-20,108.2,106.95,108.49,106.0,8786.0
2022-05-23,107.11,106.97,107.83,105.8,8087.0
2022-05-24,106.69,99.95,106.72,99.89,11648.0
2022-05-25,99.99,100.96,101.71,99.95,5175.0
2022-05-26,100.96,100.38,102.0,99.55,5780.0
2022-05-27,100.5,100.22,102.27,99.77,5487.0
2022-05-30,100.9,101.6,102.6,100.25,4943.0
2022-05-31,101.91,104.0,104.25,99.79,9766.0
2022-06-01,103.89,105.8,107.5,103.02,9145.0
2022-06-02,106.76,117.87,120.85,106.02,26190.0
2022-06-06,119.64,127.6,134.3,118.89,31109.0
2022-06-07,127.3,128.9,132.4,126.25,20180.0
2022-06-08,129.33,125.09,130.0,120.98,16551.0
2022-06-09,124.5,122.0,125.61,120.66,10072.0
2022-06-10,79.15,79.85,80.9,79.15,14390.0
2022-06-13,78.99,81.96,83.38,77.8,21818.0
2022-06-14,80.99,79.13,81.8,77.29,16097.0
2022-06-15,79.0,77.14,80.48,76.98,15719.0
2022-06-16,77.49,76.4,78.48,75.9,11785.0
2022-06-17,75.79,79.76,79.76,75.51,18642.0
2022-06-20,80.07,84.22,87.64,80.07,25972.0
2022-06-21,85.6,83.55,85.6,82.5,16151.0
2022-06-22,85.05,82.06,85.29,81.8,12794.0
2022-06-23,82.5,84.18,85.88,81.75,15656.0
2022-06-24,87.0,95.95,101.02,87.0,46220.0
2022-06-27,97.11,97.03,103.97,96.7,35819.0
2022-06-28,97.0,96.59,99.5,95.18,25733.0
2022-06-29,95.0,89.9,96.49,89.87,24055.0
2022-06-30,90.01,91.79,92.0,88.3,17151.0
2022-07-01,91.33,92.78,95.0,90.3,20638.0
2022-07-04,94.01,94.05,95.92,90.43,17987.0
2022-07-05,94.11,89.12,95.79,87.5,27231.0
2022-07-06,88.19,93.15,93.3,88.14,19396.0
2022-07-07,93.01,92.95,93.59,90.51,11661.0
2022-07-08,92.85,91.56,94.78,90.0,11702.0
2022-07-11,91.57,89.95,91.86,88.1,9618.0
2022-07-12,89.98,86.47,90.45,86.47,8963.0
2022-07-13,85.88,84.3,86.18,82.68,13457.0
2022-07-14,83.88,87.92,88.68,83.66,14954.0
2022-07-15,87.92,89.86,92.0,86.21,14013.0
2022-07-18,89.73,92.08,92.27,88.25,13278.0
2022-07-19,91.59,89.4,92.27,88.5,9158.0
2022-07-20,89.13,87.82,91.38,87.15,10755.0
2022-07-21,87.21,90.43,92.99,86.56,16927.0
2022-07-22,90.03,89.7,92.5,87.52,12938.0
2022-07-25,89.23,88.08,91.87,88.0,7188.0
