日期,开盘,最高,最低,收盘,成交量,成交额,换手率,涨跌幅,MA5,MA10,MA20,MA30,MA60,MA120,MA250,SMA5,SMA10,SMA20,SMA30,SMA60,SMA120,SMA250,EMA12,EMA26,RSI6,RSI12,RSI24,DIF12-26-9,DEA12-26-9,MACD12-26-9,DIF12-26-12,DEA12-26-12,MACD12-26-12,BOLL_UPPER20-2,BOLL_MIDDLE20-2,BOLL_LOWER20-2,K9-3-3,D9-3-3,J9-3-3,K10-3-3,D10-3-3,J10-3-3,ATR10,CCI,Williams_R10,BIAS5,BIAS10,BIAS20,BIAS30,BIAS60,BIAS120,BIAS250,PSY10
2019-01-02,13.15,13.16,12.95,12.99,4432680,57651397.0,0.213598,-1.291794,,,,,,,,,,,,,,,12.99,12.99,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.21000000000000085,,,,,,,,,,
2019-01-03,12.99,13.06,12.9,12.97,4994526,64814964.0,0.240671,-0.153961,,,,,,,,,,,,,,,12.986923076923077,12.98851851851852,,,,-0.0015954415954428924,-0.0003190883190885785,-0.002552706552708628,-0.0015954415954428924,-0.00024545255314506036,-0.0026999780845956643,,,,,,,,,,0.20090909090909162,,,,,,,,,,98.47097773188058
2019-01-04,12.83,13.21,12.8,13.18,9018656,117718722.0,0.434582,1.619121,,,,,,,,,,,,,,,13.01662721893491,13.002702331961592,,,,0.013924886973319062,0.0025297067393929497,0.022790360467852225,0.013924886973319062,0.001934599681695574,0.023980574583246976,,,,,,,,,,0.23892561983471133,,,,,,,,,,117.423316317832
2019-01-07,13.28,13.66,13.22,13.54,16238256,218618030.0,0.782473,2.731409,,,,,,,,,,,,,,,13.09714610832954,13.042502159223696,,,,0.05464394910584325,0.01295255521268301,0.08338278778632048,0.05464394910584325,0.010043730362333678,0.08920043748701914,,,,,,,,,,0.28275732531930936,,,,,,,,,,130.92800213422368
2019-01-08,13.5,13.53,13.37,13.38,5851160,78492291.0,0.28195,-1.181683,13.212,,,,,,,13.212,,,,,,,13.140662091663458,13.0675019992812,,,,0.07316009238225796,0.024994062646598002,0.09633205947131991,0.07316009238225796,0.01975393990386049,0.10681230495679493,,,,,,,,,,0.26225599344307127,,,0.01271571298819263,,,,,,,88.79213339213972
2019-01-09,13.44,13.58,13.36,13.38,8896055,119894583.0,0.428674,0.0,13.290000000000001,,,,,,,13.290000000000001,,,,,,,13.177483308330618,13.090649999334445,76.00000000000016,,,0.08683330899617303,0.03736191191651301,0.09894279415932004,0.08683330899617303,0.030073842841139342,0.11351893231006738,,,,,,,,,,0.2545730855443311,,,0.006772009029345361,,,,,,,100.0
2019-01-10,13.36,13.45,13.32,13.35,5579120,74665548.0,0.268841,-0.224213,13.366,,,,,,,13.366,,,,,,,13.204024337818215,13.109861110494856,73.07692307692311,,,0.09416322732335836,0.048722174997882076,0.09088210465095256,0.09416322732335836,0.03993374814609611,0.10845895835452449,,,,,,,,,,0.2319234336271798,,,-0.0011970671853957814,,,,,,,97.78033541524594
2019-01-11,13.39,13.49,13.35,13.46,5852534,78632347.0,0.282016,0.823967,13.422,,,,,,,13.422,,,,,,,13.243405208923106,13.135797324532275,78.16091954022993,,,0.10760788439083058,0.06049931687647178,0.09421713502871759,0.10760788439083058,0.0503451537222091,0.11452546133724295,,,,,,,,,,0.21521008205860173,,,0.0028311727015348127,,,,,,,108.55202809843631
2019-01-14,13.4,13.55,13.35,13.38,6316626,84973105.0,0.304379,-0.594353,13.39,,,,,,,13.39,,,,,,,13.264419792165704,13.153886411603958,63.51351351351358,,,0.11053338056174589,0.0705061296135266,0.08005450189643856,0.11053338056174589,0.059604880928291686,0.1018569992669084,,,,67.44186046511633,67.44186046511633,67.44186046511632,,,,0.21244461259340158,,,-0.0007468259895444202,,,,,,,94.21293541853747
2019-01-15,13.38,13.48,13.3,13.43,8649430,115729543.0,0.41679,0.373694,13.4,13.306000000000001,,,,,,13.4,13.306000000000001,,,,,,13.289893670294056,13.174339270003665,37.20930232558145,,,0.11555440029039055,0.0795157837488994,0.0720772330829823,0.11555440029039055,0.06821249929169151,0.09468380199739806,,,,69.37984496124034,68.08785529715767,71.96382428940566,73.2558139534883,73.2558139534883,73.25581395348829,0.20654559212187396,,-26.744186046511697,0.002238805970149206,0.009319104163535154,,,,,,103.80039170113953
2019-01-16,13.42,13.47,13.36,13.45,5073296,68053540.0,0.244467,0.148917,13.414000000000001,13.352,,,,,,13.414000000000001,13.352,,,,,,13.31452541332574,13.194758583336728,62.06896551724108,,,0.11976682998901111,0.08756599299692173,0.06440167398417876,0.11976682998901111,0.07614393478358683,0.08724579041084857,,,,71.4470284237726,69.20757967269599,75.92592592592581,74.0310077519379,73.51421188630485,75.064599483204,0.18899184809971525,,-24.418604651162905,0.0026837632324435523,0.00733972438585972,,,,,,101.49922278025252
2019-01-17,13.44,13.57,13.34,13.4,9516719,128006346.0,0.458582,-0.371749,13.424000000000001,13.395000000000001,,,,,,13.424000000000001,13.395000000000001,,,,,,13.327675349737165,13.20996165123771,52.941176470588175,68.80733944954136,,0.11771369849945401,0.0935955340974282,0.048236328804051626,0.11771369849945401,0.0825392830475664,0.07034883090377522,,,,61.26771591887869,66.56095842142356,50.68123091378894,72.60981912144698,73.21274763135223,71.40396210163647,0.19644787571794892,,-30.232558139534877,-0.0017878426698451212,0.0003732736095557301,,,,,,96.34410358142557
2019-01-18,13.41,13.63,13.38,13.61,15274094,207318777.0,0.736013,1.567164,13.453999999999999,13.437999999999999,,,,,,13.453999999999999,13.437999999999999,,,,,,13.371109911316061,13.239594121516399,75.00000000000009,73.8461538461539,,0.13151578979966239,0.10117958523787504,0.06067240912357469,0.13151578979966239,0.09007413024019655,0.08288331911893168,,,,72.15827525905031,68.42673070063248,79.621364375886,77.95200062641914,74.79249862970786,84.27100461984168,0.20618462558741274,,-11.363636363636537,0.011595064664783751,0.012799523738651631,,,,,,116.82432177053997
2019-01-21,13.69,13.73,13.5,13.55,11284642,153519578.0,0.543773,-0.440848,13.488,13.439000000000002,,,,,,13.488,13.439000000000002,,,,,,13.398631463421282,13.262587149552221,59.57446808510647,71.64179104477621,,0.13604431386906057,0.10815253096411215,0.05578356580989685,0.13604431386906057,0.0971464661830987,0.07779569537192374,,,,67.4853618006072,68.11294106729072,66.23020326724014,71.3478453788531,73.64428087942295,66.75497437771338,0.21051469366242867,,-41.86046511627903,0.004596678529062957,0.00825954312076783,,,,,,95.67791442923519
