2026-03-30 19:46:45 | INFO     | src.notify:_load_channels:49 | 通知渠道 [ntfy] 初始化成功
2026-03-30 19:46:45 | INFO     | src.notify:_load_channels:49 | 通知渠道 [markdown] 初始化成功
2026-03-30 19:46:47 | INFO     | src.notify.channels.ntfy:_do_send:78 | ntfy 推送成功
2026-03-30 19:46:47 | INFO     | src.notify.channels.markdown:_do_send:75 | Markdown 文件已保存: ./notify_logs\notify_20260330_194647.md
2026-03-30 20:36:39 | ERROR    | src.notify.config:load_notify_config:44 | 加载通知配置失败: Expecting property name enclosed in double quotes: line 2 column 3 (char 4)，使用默认配置
2026-03-30 20:36:39 | INFO     | src.notify:_load_channels:33 | 通知模块未启用
2026-03-30 20:36:39 | INFO     | __main__:main:99 | ============================================================
2026-03-30 20:36:39 | INFO     | __main__:main:100 | 开始自动化执行流程（按 3→1→2 顺序）
2026-03-30 20:36:39 | INFO     | __main__:main:101 | ============================================================
2026-03-30 20:36:39 | WARNING  | main:load_config:143 | 加载配置文件失败: Expecting property name enclosed in double quotes: line 2 column 3 (char 4)，使用默认配置
2026-03-30 20:36:39 | INFO     | __main__:main:109 | 配置信息:
2026-03-30 20:36:39 | INFO     | __main__:main:110 |   基金代码: ['005538', '015790']
2026-03-30 20:36:39 | INFO     | __main__:main:111 |   开始日期: 2021-01-01
2026-03-30 20:36:39 | INFO     | __main__:main:112 |   数据目录: stock_data
2026-03-30 20:36:39 | INFO     | __main__:main:113 | 
2026-03-30 20:36:39 | INFO     | __main__:main:116 | ============================================================
2026-03-30 20:36:39 | INFO     | __main__:main:117 | [步骤 1/3] 正在执行：更新数据
2026-03-30 20:36:39 | INFO     | __main__:main:118 | ============================================================
2026-03-30 20:36:39 | INFO     | src.update_data:run_update_workflow:195 | 开始数据更新流程
2026-03-30 20:36:39 | INFO     | src.update_data:run_update_workflow:196 | 基金代码列表: ['005538', '015790']
2026-03-30 20:36:39 | INFO     | src.update_data:run_update_workflow:197 | 开始日期: 2021-01-01
2026-03-30 20:36:39 | INFO     | src.update_data:run_update_workflow:198 | 数据目录: stock_data
2026-03-30 20:36:39 | INFO     | src.update_data:update_data:20 | 开始更新数据，基金代码: ['005538', '015790']
2026-03-30 20:36:39 | WARNING  | src.notify:send:76 | 没有可用的通知渠道
2026-03-30 20:36:39 | ERROR    | src.utils.common:load_config:44 | 加载配置文件失败: Expecting property name enclosed in double quotes: line 2 column 3 (char 4)
2026-03-30 20:36:39 | ERROR    | src.utils.common:load_config:44 | 加载配置文件失败: Expecting property name enclosed in double quotes: line 2 column 3 (char 4)
2026-03-30 20:36:39 | INFO     | src.core.data_factory:create_provider:43 | 创建数据源提供者: akshare
2026-03-30 20:36:39 | INFO     | src.core.data_factory:_init_providers:127 | 初始化数据源提供者: akshare
2026-03-30 20:36:39 | INFO     | src.core.baostock_provider:login:42 | baostock 登录成功
2026-03-30 20:36:39 | INFO     | src.core.data_factory:create_provider:43 | 创建数据源提供者: baostock
2026-03-30 20:36:39 | INFO     | src.core.data_factory:_init_providers:127 | 初始化数据源提供者: baostock
2026-03-30 20:36:39 | INFO     | src.core.data_factory:__init__:117 | 多数据源数据获取器初始化完成
2026-03-30 20:36:39 | INFO     | src.core.data_factory:__init__:118 | 股票数据源: akshare
2026-03-30 20:36:39 | INFO     | src.core.data_factory:__init__:119 | 基金数据源: akshare
2026-03-30 20:36:39 | INFO     | src.data.reader:__init__:29 | 数据读取器初始化完成，基础路径: data
2026-03-30 20:36:39 | INFO     | src.update_data:update_data:37 | 步骤1: 更新基金持仓数据
2026-03-30 20:36:39 | WARNING  | src.core.data_fetcher:get_fund_portfolio_hold_em:331 | get_fund_portfolio_hold_em 方法已过时，建议使用 get_fund_portfolio
2026-03-30 20:36:39 | INFO     | src.core.data_fetcher:inner:294 | 获取基金 005538 持仓
2026-03-30 20:36:39 | INFO     | src.core.akshare_provider:get_fund_portfolio:370 | akshare 获取基金 005538 持仓
2026-03-30 20:36:40 | INFO     | src.core.akshare_provider:get_fund_portfolio:379 | 使用 fund_portfolio_hold_em 成功获取基金 005538 持仓
2026-03-30 20:36:40 | INFO     | src.core.data_fetcher:save_data:432 | 保存数据到 csv 文件: fund_portfolio_005538
2026-03-30 20:36:40 | INFO     | src.core.data_fetcher:save_data:452 | 数据保存成功: ./data\fund_portfolio_005538.csv
2026-03-30 20:36:40 | DEBUG    | src.update_data:update_data:80 | 获取基金 005538 基本信息失败（可选功能）: 'AkFund' object has no attribute 'get_fund_info_em'
2026-03-30 20:36:40 | INFO     | src.update_data:update_data:89 | 基金 005538 持仓数据更新成功，共 81 条记录
2026-03-30 20:36:40 | WARNING  | src.core.data_fetcher:get_fund_portfolio_hold_em:331 | get_fund_portfolio_hold_em 方法已过时，建议使用 get_fund_portfolio
2026-03-30 20:36:40 | INFO     | src.core.data_fetcher:inner:294 | 获取基金 015790 持仓
2026-03-30 20:36:40 | INFO     | src.core.akshare_provider:get_fund_portfolio:370 | akshare 获取基金 015790 持仓
2026-03-30 20:36:40 | INFO     | src.core.akshare_provider:get_fund_portfolio:379 | 使用 fund_portfolio_hold_em 成功获取基金 015790 持仓
2026-03-30 20:36:40 | INFO     | src.core.data_fetcher:save_data:432 | 保存数据到 csv 文件: fund_portfolio_015790
2026-03-30 20:36:40 | INFO     | src.core.data_fetcher:save_data:452 | 数据保存成功: ./data\fund_portfolio_015790.csv
2026-03-30 20:36:40 | DEBUG    | src.update_data:update_data:80 | 获取基金 015790 基本信息失败（可选功能）: 'AkFund' object has no attribute 'get_fund_info_em'
2026-03-30 20:36:40 | INFO     | src.update_data:update_data:89 | 基金 015790 持仓数据更新成功，共 98 条记录
2026-03-30 20:36:40 | INFO     | src.update_data:update_data:100 | 步骤2: 获取所有基金的持仓股票
2026-03-30 20:36:40 | INFO     | src.analysis.quarter_filter:filter_latest_quarter_data:63 | 识别到最新季度: 2025年Q4
2026-03-30 20:36:40 | INFO     | src.analysis.quarter_filter:filter_latest_quarter_data:77 | 过滤结果: 从 81 条记录中筛选出 10 条最新季度数据
2026-03-30 20:36:40 | INFO     | src.analysis.quarter_filter:filter_latest_quarter_data:63 | 识别到最新季度: 2025年Q4
2026-03-30 20:36:40 | INFO     | src.analysis.quarter_filter:filter_latest_quarter_data:77 | 过滤结果: 从 98 条记录中筛选出 10 条最新季度数据
2026-03-30 20:36:40 | INFO     | src.update_data:update_data:114 | 需要更新的股票数量: 20
2026-03-30 20:36:40 | INFO     | src.update_data:update_data:115 | 股票代码列表: ['300342', '002565', '688499', '600879', '300092', '002149', '002846', '600118', '601698', '688155']...
2026-03-30 20:36:40 | INFO     | src.update_data:update_data:118 | 步骤3: 更新股票K线数据
2026-03-30 20:36:40 | INFO     | src.core.data_fetcher:inner:197 | 获取股票 300342 daily K线数据
2026-03-30 20:36:40 | INFO     | src.core.akshare_provider:get_stock_kline:170 | akshare 获取股票 300342 daily K线数据
2026-03-30 20:36:40 | INFO     | src.core.akshare_provider:get_stock_kline:183 | 尝试使用东方财富数据源获取 300342 K线数据
2026-03-30 20:36:40 | INFO     | src.core.akshare_provider:get_stock_kline:201 | 尝试使用腾讯数据源获取 300342 K线数据
2026-03-30 20:36:44 | INFO     | src.core.akshare_provider:get_stock_kline:219 | 腾讯数据源成功获取 1267 条数据
2026-03-30 20:36:44 | INFO     | src.core.data_fetcher:save_data:432 | 保存数据到 csv 文件: stock_data/300342_kline
2026-03-30 20:36:44 | INFO     | src.core.data_fetcher:save_data:452 | 数据保存成功: ./data\stock_data/300342_kline.csv
2026-03-30 20:36:44 | DEBUG    | src.update_data:update_data:144 | 股票 300342 K线数据更新成功，共 1267 条记录
2026-03-30 20:36:44 | INFO     | src.core.data_fetcher:inner:197 | 获取股票 002565 daily K线数据
2026-03-30 20:36:44 | INFO     | src.core.akshare_provider:get_stock_kline:170 | akshare 获取股票 002565 daily K线数据
2026-03-30 20:36:44 | INFO     | src.core.akshare_provider:get_stock_kline:183 | 尝试使用东方财富数据源获取 002565 K线数据
2026-03-30 20:36:44 | WARNING  | src.core.akshare_provider:get_stock_kline:197 | 东方财富数据源失败: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2026-03-30 20:36:44 | INFO     | src.core.akshare_provider:get_stock_kline:201 | 尝试使用腾讯数据源获取 002565 K线数据
2026-03-30 20:36:47 | INFO     | src.core.akshare_provider:get_stock_kline:219 | 腾讯数据源成功获取 1267 条数据
2026-03-30 20:36:47 | INFO     | src.core.data_fetcher:save_data:432 | 保存数据到 csv 文件: stock_data/002565_kline
2026-03-30 20:36:47 | INFO     | src.core.data_fetcher:save_data:452 | 数据保存成功: ./data\stock_data/002565_kline.csv
2026-03-30 20:36:47 | DEBUG    | src.update_data:update_data:144 | 股票 002565 K线数据更新成功，共 1267 条记录
2026-03-30 20:36:47 | INFO     | src.core.data_fetcher:inner:197 | 获取股票 688499 daily K线数据
2026-03-30 20:36:47 | INFO     | src.core.akshare_provider:get_stock_kline:170 | akshare 获取股票 688499 daily K线数据
2026-03-30 20:36:47 | INFO     | src.core.akshare_provider:get_stock_kline:183 | 尝试使用东方财富数据源获取 688499 K线数据
2026-03-30 20:36:47 | WARNING  | src.core.akshare_provider:get_stock_kline:197 | 东方财富数据源失败: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2026-03-30 20:36:47 | INFO     | src.core.akshare_provider:get_stock_kline:201 | 尝试使用腾讯数据源获取 688499 K线数据
2026-03-30 20:36:50 | INFO     | src.core.akshare_provider:get_stock_kline:219 | 腾讯数据源成功获取 1149 条数据
2026-03-30 20:36:50 | INFO     | src.core.data_fetcher:save_data:432 | 保存数据到 csv 文件: stock_data/688499_kline
2026-03-30 20:36:50 | INFO     | src.core.data_fetcher:save_data:452 | 数据保存成功: ./data\stock_data/688499_kline.csv
2026-03-30 20:36:50 | DEBUG    | src.update_data:update_data:144 | 股票 688499 K线数据更新成功，共 1149 条记录
2026-03-30 20:36:50 | INFO     | src.core.data_fetcher:inner:197 | 获取股票 600879 daily K线数据
