2026-03-23 23:39:33 | INFO     | src.notify.config:load_notify_config:92 | 通知配置加载成功，启用状态: True
2026-03-23 23:39:33 | INFO     | src.notify.manager:_init_channels:56 | ntfy 通知渠道初始化成功
2026-03-23 23:39:33 | INFO     | src.notify.manager:_init_channels:90 | 通知渠道初始化完成，启用 1 个渠道
2026-03-23 23:39:33 | INFO     | src.notify:init_notify:33 | 通知模块初始化完成，启用渠道: ['ntfy']
2026-03-23 23:39:33 | INFO     | __main__:main:296 | 使用配置文件中的基金代码: ['005538', '015790', '018957', '017193', '025209', '025491']
2026-03-23 23:39:36 | INFO     | src.update_data:run_update_workflow:192 | 开始数据更新流程
2026-03-23 23:39:36 | INFO     | src.update_data:run_update_workflow:193 | 基金代码列表: ['005538', '015790', '018957', '017193', '025209', '025491']
2026-03-23 23:39:36 | INFO     | src.update_data:run_update_workflow:194 | 开始日期: 2019-01-01
2026-03-23 23:39:36 | INFO     | src.update_data:run_update_workflow:195 | 数据目录: stock_data
2026-03-23 23:39:36 | INFO     | src.update_data:update_data:20 | 开始更新数据，基金代码: ['005538', '015790', '018957', '017193', '025209', '025491']
2026-03-23 23:39:37 | DEBUG    | src.notify.channels.ntfy:send:87 | ntfy 消息发送成功: 🔄 开始更新数据...
2026-03-23 23:39:37 | DEBUG    | src.notify.base:send_with_retry:126 | 通知器 ntfy 发送成功
2026-03-23 23:39:37 | DEBUG    | src.notify.manager:send:140 | 消息发送成功到渠道 ntfy
2026-03-23 23:39:37 | INFO     | src.core.data_factory:create_provider:43 | 创建数据源提供者: akshare
2026-03-23 23:39:37 | INFO     | src.core.data_factory:_init_providers:127 | 初始化数据源提供者: akshare
2026-03-23 23:39:37 | INFO     | src.core.baostock_provider:login:42 | baostock 登录成功
2026-03-23 23:39:37 | INFO     | src.core.data_factory:create_provider:43 | 创建数据源提供者: baostock
2026-03-23 23:39:37 | INFO     | src.core.data_factory:_init_providers:127 | 初始化数据源提供者: baostock
2026-03-23 23:39:37 | INFO     | src.core.data_factory:__init__:117 | 多数据源数据获取器初始化完成
2026-03-23 23:39:37 | INFO     | src.core.data_factory:__init__:118 | 股票数据源: baostock
2026-03-23 23:39:37 | INFO     | src.core.data_factory:__init__:119 | 基金数据源: akshare
2026-03-23 23:39:37 | INFO     | src.data.reader:__init__:29 | 数据读取器初始化完成，基础路径: data
2026-03-23 23:39:37 | INFO     | src.update_data:update_data:37 | 步骤1: 更新基金持仓数据
2026-03-23 23:39:37 | WARNING  | src.core.data_fetcher:get_fund_portfolio_hold_em:331 | get_fund_portfolio_hold_em 方法已过时，建议使用 get_fund_portfolio
2026-03-23 23:39:37 | INFO     | src.core.data_fetcher:inner:294 | 获取基金 005538 持仓
2026-03-23 23:39:37 | INFO     | src.core.akshare_provider:get_fund_portfolio:370 | akshare 获取基金 005538 持仓
